## Sat May 10 03:23:42 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_qrf7rhjo --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_qrf7rhjo --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_qrf7rhjo/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g16256	4113.PGSC0003DMT400063237	5.08e-164	469.0	KOG1192@1|root,KOG1192@2759|Eukaryota,37N1Z@33090|Viridiplantae,3G9V8@35493|Streptophyta,44CCU@71274|asterids	35493|Streptophyta	CG	Belongs to the UDP-glycosyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	UDPGT
g16980	4113.PGSC0003DMT400006686	4.07e-79	239.0	29YJ1@1|root,2RXU3@2759|Eukaryota,37TTT@33090|Viridiplantae,3GHHD@35493|Streptophyta,44JG6@71274|asterids	35493|Streptophyta	S	Jacalin-like lectin domain	-	-	-	-	-	-	-	-	-	-	-	-	Jacalin
g19350	4113.PGSC0003DMT400064538	3.7e-310	852.0	COG0539@1|root,2QTBZ@2759|Eukaryota,37M12@33090|Viridiplantae,3GE1Q@35493|Streptophyta,44IUI@71274|asterids	35493|Streptophyta	J	Ribosomal protein S1-like RNA-binding domain	-	-	-	ko:K02945	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	S1
g19622	4081.Solyc04g074540.2.1	1.33e-223	621.0	COG1062@1|root,KOG0022@2759|Eukaryota,37JX5@33090|Viridiplantae,3G8JS@35493|Streptophyta,44P61@71274|asterids	35493|Streptophyta	Q	Alcohol dehydrogenase ADH	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	1.1.1.1,1.1.1.284	ko:K00121,ko:K02267	ko00010,ko00071,ko00190,ko00350,ko00625,ko00626,ko00680,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,ko05204,map00010,map00071,map00190,map00350,map00625,map00626,map00680,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01200,map01220,map04260,map04714,map04932,map05010,map05012,map05016,map05204	M00154	R00623,R00754,R02124,R04880,R05233,R05234,R06917,R06927,R06983,R07105,R08281,R08306,R08310	RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01715,RC01734,RC02273	ko00000,ko00001,ko00002,ko01000	3.D.4.11,3.D.4.8	-	-	ADH_N,ADH_zinc_N
g22214	4565.Traes_1DL_8EBF504DA.1	1.01e-68	211.0	COG0090@1|root,KOG0438@2759|Eukaryota	2759|Eukaryota	J	structural constituent of ribosome	rpl2	GO:0000027,GO:0000313,GO:0000315,GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005762,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0031967,GO:0031974,GO:0031975,GO:0032543,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0065003,GO:0070013,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:0098798,GO:0140053,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02886	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L2,Ribosomal_L2_C
g23572	4113.PGSC0003DMT400075517	0.0	1058.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37IIU@33090|Viridiplantae,3GAK9@35493|Streptophyta,44I58@71274|asterids	35493|Streptophyta	S	DYW family of nucleic acid deaminases	-	-	-	-	-	-	-	-	-	-	-	-	DYW_deaminase,PPR,PPR_2
g31841	4081.Solyc06g072650.1.1	9.62e-99	288.0	2BXPJ@1|root,2S1RZ@2759|Eukaryota,37VEY@33090|Viridiplantae,3GJE8@35493|Streptophyta,44TEJ@71274|asterids	35493|Streptophyta	S	Auxin responsive protein	-	-	-	ko:K14488	ko04075,map04075	-	-	-	ko00000,ko00001	-	-	-	Auxin_inducible
g35860	4113.PGSC0003DMT400049658	0.0	1299.0	COG1231@1|root,KOG0029@2759|Eukaryota,37S7F@33090|Viridiplantae,3GX60@35493|Streptophyta,44CRS@71274|asterids	35493|Streptophyta	Q	SWIRM domain	-	GO:0006325,GO:0006464,GO:0006479,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008213,GO:0009987,GO:0016043,GO:0016569,GO:0016570,GO:0016571,GO:0018022,GO:0018193,GO:0018205,GO:0019538,GO:0032259,GO:0034968,GO:0036211,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0051276,GO:0051568,GO:0071704,GO:0071840,GO:1901564	-	ko:K11450	ko04714,map04714	-	-	-	ko00000,ko00001,ko01000,ko03036	-	-	-	Amino_oxidase,SWIRM
g36903	4081.Solyc08g016080.2.1	0.0	998.0	COG0702@1|root,KOG1203@2759|Eukaryota,37P4E@33090|Viridiplantae,3GAS4@35493|Streptophyta,44HC3@71274|asterids	35493|Streptophyta	G	Complex I intermediate-associated protein 30 (CIA30)	-	-	-	-	-	-	-	-	-	-	-	-	CIA30,NAD_binding_10
g37879	4081.Solyc08g065570.1.1	1.91e-279	771.0	COG5206@1|root,KOG1348@2759|Eukaryota,37PUU@33090|Viridiplantae,3GBF5@35493|Streptophyta	35493|Streptophyta	O	Vacuolar-processing	-	-	3.4.22.34	ko:K01369	ko04142,ko04612,map04142,map04612	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_C13
g38419	4113.PGSC0003DMT400076096	0.0	1070.0	COG0415@1|root,KOG0133@2759|Eukaryota,37QRZ@33090|Viridiplantae,3GFET@35493|Streptophyta,44HSC@71274|asterids	35493|Streptophyta	LT	Cryptochrome DASH, chloroplastic	CRY3	-	4.1.99.3	ko:K01669	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DNA_photolyase,FAD_binding_7
g38982	4113.PGSC0003DMT400004714	0.0	1251.0	KOG1075@1|root,KOG1075@2759|Eukaryota,37SMH@33090|Viridiplantae,3GC2J@35493|Streptophyta,44SN5@71274|asterids	35493|Streptophyta	S	Type II intron maturase	-	GO:0000373,GO:0000375,GO:0000377,GO:0000959,GO:0000963,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016071,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090615,GO:0140053,GO:1901360	-	-	-	-	-	-	-	-	-	-	Intron_maturas2,RVT_1
g40037	4081.Solyc09g005960.2.1	5.99e-148	418.0	28NYV@1|root,2QVJB@2759|Eukaryota,37U4G@33090|Viridiplantae,3GDDR@35493|Streptophyta,44DN7@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g43313	4081.Solyc09g092150.1.1	6.37e-270	748.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37PMF@33090|Viridiplantae,3GA6C@35493|Streptophyta,44G5Y@71274|asterids	35493|Streptophyta	S	Pentatricopeptide repeat-containing protein	-	GO:0000959,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016071,GO:0016556,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0080156,GO:0090304,GO:0090305,GO:0097159,GO:1900864,GO:1901360,GO:1901363	-	-	-	-	-	-	-	-	-	-	PPR,PPR_2
g45667	4098.XP_009611004.1	0.0	1019.0	COG0459@1|root,KOG0356@2759|Eukaryota,37K2G@33090|Viridiplantae,3GDNV@35493|Streptophyta,44CFW@71274|asterids	35493|Streptophyta	O	Belongs to the chaperonin (HSP60) family	-	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008150,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0009987,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044183,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0051082,GO:0061077	-	ko:K04077	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	-	-	-	Cpn60_TCP1
g46277	4113.PGSC0003DMT400027157	3.38e-147	415.0	COG1611@1|root,2QSR9@2759|Eukaryota,37JDV@33090|Viridiplantae,3G7RR@35493|Streptophyta,44DX4@71274|asterids	35493|Streptophyta	G	Cytokinin-activating enzyme working in the direct activation pathway. Phosphoribohydrolase that converts inactive cytokinin nucleotides to the biologically active free-base forms	-	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	-	-	-	-	-	-	-	-	-	-	Lysine_decarbox
g47091	4113.PGSC0003DMT400031205	0.0	1088.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37NJ7@33090|Viridiplantae,3GAYB@35493|Streptophyta,44FNU@71274|asterids	35493|Streptophyta	S	DYW family of nucleic acid deaminases	-	GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016553,GO:0016554,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363	-	-	-	-	-	-	-	-	-	-	DYW_deaminase,PPR
## 27 queries scanned
## Total time (seconds): 0.43378543853759766
## Rate: 62.24 q/s
