## Sat May 10 03:21:49 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_wspllvk9 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_wspllvk9 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_wspllvk9/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g4566	4096.XP_009798430.1	2.39e-55	172.0	2DZH4@1|root,2S714@2759|Eukaryota,37WNM@33090|Viridiplantae,3GKG1@35493|Streptophyta,44M0Z@71274|asterids	35493|Streptophyta	S	BEST Arabidopsis thaliana protein match is	-	-	-	-	-	-	-	-	-	-	-	-	-
g4796	4113.PGSC0003DMT400043949	1.63e-77	234.0	2CG5J@1|root,2S36U@2759|Eukaryota,37XHU@33090|Viridiplantae,3GJQJ@35493|Streptophyta,44KB2@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g5622	4113.PGSC0003DMT400002873	6.41e-316	862.0	COG1104@1|root,KOG1549@2759|Eukaryota,37Q8I@33090|Viridiplantae,3G98M@35493|Streptophyta,44HWG@71274|asterids	35493|Streptophyta	E	Aminotransferase class-V	-	GO:0000096,GO:0000098,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006090,GO:0006520,GO:0006534,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009093,GO:0009987,GO:0016054,GO:0016829,GO:0016846,GO:0019448,GO:0019450,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044273,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0046439,GO:0071704,GO:0080146,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	4.4.1.28	ko:K22207	ko00270,map00270	-	R00782	RC00382	ko00000,ko00001,ko01000	-	-	-	Aminotran_5
g7952	4113.PGSC0003DMT400054936	0.0	1712.0	2CMCF@1|root,2QPYX@2759|Eukaryota,37QMP@33090|Viridiplantae,3GDWQ@35493|Streptophyta,44CEW@71274|asterids	35493|Streptophyta	S	Plant phosphoribosyltransferase C-terminal	-	GO:0000149,GO:0001505,GO:0003674,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006810,GO:0006836,GO:0006887,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0008021,GO:0008150,GO:0009987,GO:0010646,GO:0012505,GO:0012506,GO:0016020,GO:0016043,GO:0016079,GO:0016082,GO:0016192,GO:0017075,GO:0017156,GO:0019905,GO:0022607,GO:0023051,GO:0023052,GO:0023061,GO:0030133,GO:0030424,GO:0030658,GO:0030659,GO:0030672,GO:0031090,GO:0031410,GO:0031982,GO:0032879,GO:0032940,GO:0033267,GO:0034622,GO:0042995,GO:0043005,GO:0043195,GO:0043226,GO:0043227,GO:0043229,GO:0043679,GO:0043933,GO:0044085,GO:0044306,GO:0044422,GO:0044424,GO:0044433,GO:0044444,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0045055,GO:0045202,GO:0046903,GO:0046907,GO:0046928,GO:0048489,GO:0048786,GO:0050789,GO:0050794,GO:0050804,GO:0051046,GO:0051049,GO:0051179,GO:0051234,GO:0051588,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0060341,GO:0065003,GO:0065007,GO:0065008,GO:0070382,GO:0071840,GO:0071944,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098588,GO:0098793,GO:0098805,GO:0098916,GO:0099003,GO:0099177,GO:0099501,GO:0099503,GO:0099504,GO:0099536,GO:0099537,GO:0099643,GO:0120025,GO:0120038,GO:0140029,GO:0150034,GO:1903530	-	-	-	-	-	-	-	-	-	-	C2,PRT_C
g8827	4081.Solyc02g032510.2.1	5.73e-151	428.0	KOG1987@1|root,KOG1987@2759|Eukaryota,37SR4@33090|Viridiplantae,3G754@35493|Streptophyta,44BA1@71274|asterids	35493|Streptophyta	D	BTB POZ domain-containing protein	5	GO:0000151,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0019005,GO:0019222,GO:0019538,GO:0019899,GO:0019941,GO:0030162,GO:0030163,GO:0031461,GO:0031625,GO:0032991,GO:0043161,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044424,GO:0044464,GO:0050789,GO:0051171,GO:0051246,GO:0051603,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234	-	ko:K10523	ko04340,ko04341,map04340,map04341	M00384	-	-	ko00000,ko00001,ko00002,ko04121	-	-	-	BTB
g9510	4113.PGSC0003DMT400026945	2.24e-64	196.0	2E0E9@1|root,2S7UY@2759|Eukaryota,37WWV@33090|Viridiplantae,3GKGB@35493|Streptophyta,44UMJ@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g10170	4113.PGSC0003DMT400018705	1.52e-117	340.0	29UFF@1|root,2RXIJ@2759|Eukaryota,37UE1@33090|Viridiplantae,3GICI@35493|Streptophyta,44KIS@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g10918	4113.PGSC0003DMT400005298	0.0	1007.0	COG2124@1|root,KOG0156@2759|Eukaryota,37PS3@33090|Viridiplantae,3G7FC@35493|Streptophyta,44CI5@71274|asterids	35493|Streptophyta	Q	Cytochrome p450	-	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0010143,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0043170,GO:0044550,GO:0052722,GO:0055114,GO:0071704,GO:1901576	1.14.14.1,3.2.1.21	ko:K05350,ko:K07409	ko00140,ko00232,ko00380,ko00460,ko00500,ko00591,ko00830,ko00940,ko00980,ko00982,ko01100,ko01110,ko05204,map00140,map00232,map00380,map00460,map00500,map00591,map00830,map00940,map00980,map00982,map01100,map01110,map05204	-	R00026,R02558,R02887,R02985,R03408,R03527,R03629,R04949,R04998,R07000,R07001,R07021,R07022,R07055,R07056,R07098,R07099,R07939,R07943,R07945,R08293,R08294,R08392,R09405,R09407,R09408,R10035,R10039,R10040	RC00046,RC00049,RC00059,RC00171,RC00262,RC00334,RC00397,RC00451,RC00704,RC00714,RC00723,RC00746,RC01248,RC01349,RC01445,RC01711,RC01732,RC01733,RC01797,RC01827,RC02017,RC02524,RC02526	ko00000,ko00001,ko00199,ko01000	-	-	-	p450
g11462	4113.PGSC0003DMT400009271	1.75e-131	378.0	KOG2793@1|root,KOG2793@2759|Eukaryota,37QPI@33090|Viridiplantae,3GDGH@35493|Streptophyta,44BEU@71274|asterids	35493|Streptophyta	A	Lysine methyltransferase	-	-	-	ko:K21805	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	Methyltransf_16
g11493	4113.PGSC0003DMT400033048	3.24e-180	510.0	28KGU@1|root,2QSY1@2759|Eukaryota,37PN8@33090|Viridiplantae,3GD83@35493|Streptophyta,44Q6A@71274|asterids	35493|Streptophyta	S	transcription repressor	-	GO:0005575,GO:0005623,GO:0005886,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	-	-	-	-	-	-	-	-	-	Ovate
g11502	4113.PGSC0003DMT400033037	0.0	1016.0	28K9J@1|root,2QVNG@2759|Eukaryota,37SEG@33090|Viridiplantae,3GEZT@35493|Streptophyta,44DYX@71274|asterids	35493|Streptophyta	K	Belongs to the GRAS family	-	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0030154,GO:0031323,GO:0031326,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0048831,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051171,GO:0051239,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000026,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	GRAS
g11536	4113.PGSC0003DMT400032938	3.5e-153	435.0	28MQU@1|root,2QV9P@2759|Eukaryota,37PSG@33090|Viridiplantae,3GDS8@35493|Streptophyta,44E84@71274|asterids	35493|Streptophyta	S	lob domain-containing protein	-	GO:0001101,GO:0006355,GO:0008150,GO:0009719,GO:0009725,GO:0009739,GO:0009889,GO:0010033,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0033993,GO:0042221,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1901700,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	LOB
g11566	4113.PGSC0003DMT400067858	1.28e-290	796.0	COG1482@1|root,KOG2757@2759|Eukaryota,37SYP@33090|Viridiplantae,3G97N@35493|Streptophyta,44Q08@71274|asterids	35493|Streptophyta	G	Belongs to the mannose-6-phosphate isomerase type 1 family	-	GO:0000003,GO:0000032,GO:0001101,GO:0003006,GO:0003674,GO:0003824,GO:0004476,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005996,GO:0006056,GO:0006057,GO:0006082,GO:0006139,GO:0006464,GO:0006486,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006807,GO:0007275,GO:0007584,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009108,GO:0009110,GO:0009225,GO:0009226,GO:0009298,GO:0009314,GO:0009416,GO:0009605,GO:0009628,GO:0009636,GO:0009642,GO:0009646,GO:0009743,GO:0009744,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010043,GO:0010154,GO:0014070,GO:0016043,GO:0016051,GO:0016053,GO:0016853,GO:0016860,GO:0016861,GO:0017085,GO:0018130,GO:0019438,GO:0019538,GO:0019673,GO:0019752,GO:0019852,GO:0019853,GO:0022414,GO:0031505,GO:0031506,GO:0031667,GO:0032025,GO:0032501,GO:0032502,GO:0033273,GO:0033591,GO:0034284,GO:0034285,GO:0034641,GO:0034645,GO:0034654,GO:0036211,GO:0042221,GO:0042364,GO:0042493,GO:0042546,GO:0043170,GO:0043412,GO:0043413,GO:0043436,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0045229,GO:0046364,GO:0046394,GO:0046483,GO:0046680,GO:0046686,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0050896,GO:0051186,GO:0051188,GO:0055086,GO:0061458,GO:0070085,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071852,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901700	5.3.1.8	ko:K01809	ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130	M00114	R01819	RC00376	ko00000,ko00001,ko00002,ko01000	-	-	-	PMI_typeI
g11592	4113.PGSC0003DMT400067824	9.81e-44	144.0	2CGZY@1|root,2SUEF@2759|Eukaryota,3815S@33090|Viridiplantae,3GQH1@35493|Streptophyta,44U0Q@71274|asterids	35493|Streptophyta	S	Plant lipid transfer protein / seed storage protein / trypsin-alpha amylase inhibitor domain family	-	-	-	-	-	-	-	-	-	-	-	-	LTP_2
g11785	4113.PGSC0003DMT400064262	1.73e-289	791.0	28I1Z@1|root,2QQCN@2759|Eukaryota,37MX3@33090|Viridiplantae,3GB6R@35493|Streptophyta,44HE8@71274|asterids	35493|Streptophyta	S	Acetyltransferase (GNAT) family	-	GO:0000902,GO:0003674,GO:0003824,GO:0006464,GO:0006473,GO:0006807,GO:0007154,GO:0007165,GO:0007275,GO:0008080,GO:0008150,GO:0008152,GO:0009314,GO:0009416,GO:0009628,GO:0009639,GO:0009640,GO:0009653,GO:0009719,GO:0009723,GO:0009725,GO:0009733,GO:0009734,GO:0009755,GO:0009791,GO:0009826,GO:0009987,GO:0010033,GO:0016043,GO:0016049,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019538,GO:0023052,GO:0032501,GO:0032502,GO:0032870,GO:0032989,GO:0036211,GO:0040007,GO:0042221,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0048589,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060560,GO:0065007,GO:0070887,GO:0071310,GO:0071365,GO:0071495,GO:0071704,GO:0071840,GO:1901564	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
g11849	4113.PGSC0003DMT400010231	0.0	892.0	28UNB@1|root,2QQXB@2759|Eukaryota,37R2K@33090|Viridiplantae,3GG3K@35493|Streptophyta,44FQV@71274|asterids	35493|Streptophyta	K	DNA-binding domain in plant proteins such as APETALA2 and EREBPs	AP2	GO:0000003,GO:0003002,GO:0003006,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0007389,GO:0008150,GO:0009653,GO:0009791,GO:0009888,GO:0009889,GO:0009908,GO:0010073,GO:0010093,GO:0010154,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0022414,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0035670,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048316,GO:0048367,GO:0048437,GO:0048438,GO:0048440,GO:0048444,GO:0048449,GO:0048467,GO:0048481,GO:0048507,GO:0048608,GO:0048646,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0061458,GO:0065007,GO:0080090,GO:0090567,GO:0090696,GO:0090697,GO:0090698,GO:0090701,GO:0099402,GO:0140110,GO:1903506,GO:1905392,GO:1905393,GO:2000112,GO:2001141	-	ko:K09284	-	-	-	-	ko00000,ko03000	-	-	-	AP2
g12369	4113.PGSC0003DMT400052255	0.0	999.0	COG0463@1|root,2QUJV@2759|Eukaryota,388X3@33090|Viridiplantae,3GXPJ@35493|Streptophyta,44EY4@71274|asterids	35493|Streptophyta	M	Glycosyl transferase family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_92
g12372	4081.Solyc02g093790.2.1	1.84e-282	777.0	COG0657@1|root,KOG1515@2759|Eukaryota,37N4P@33090|Viridiplantae,3GEM0@35493|Streptophyta,44DG8@71274|asterids	35493|Streptophyta	V	Carboxylesterase family	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_3
g12395	4081.Solyc02g093990.2.1	4.51e-139	398.0	COG0563@1|root,KOG3078@2759|Eukaryota,37RA0@33090|Viridiplantae,3GFUB@35493|Streptophyta,44EG9@71274|asterids	35493|Streptophyta	F	Adenylate kinase	-	-	2.7.4.3	ko:K00939	ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130	M00049	R00127,R01547,R11319	RC00002	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	ADK
g12459	4081.Solyc02g094590.2.1	0.0	1550.0	KOG0344@1|root,KOG0344@2759|Eukaryota,37P6Z@33090|Viridiplantae,3G94B@35493|Streptophyta,44ICU@71274|asterids	35493|Streptophyta	A	CarD-like/TRCF domain	-	-	-	-	-	-	-	-	-	-	-	-	CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF
g12506	4113.PGSC0003DMT400034837	2.75e-267	736.0	KOG0583@1|root,KOG0583@2759|Eukaryota,37KQI@33090|Viridiplantae,3G999@35493|Streptophyta,44SM6@71274|asterids	35493|Streptophyta	T	NAF domain	CIPK7	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0023052,GO:0035556,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0140096,GO:1901564	2.7.11.1	ko:K03116,ko:K12761	ko03060,ko03070,ko04113,ko04138,map03060,map03070,map04113,map04138	M00336	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02044	2.A.64	-	-	NAF,Pkinase
g12973	4081.Solyc03g043700.2.1	2.76e-209	584.0	KOG0167@1|root,KOG0167@2759|Eukaryota,37INQ@33090|Viridiplantae,3GAX3@35493|Streptophyta,44MWY@71274|asterids	35493|Streptophyta	S	Armadillo/beta-catenin-like repeat	-	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464	-	ko:K08332	-	-	-	-	ko00000,ko03029,ko04131	-	-	-	Arm
