## Mon May 19 19:40:09 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_nu07q1ab --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_nu07q1ab --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_nu07q1ab/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
M82_01g094760.3.1	4081.Solyc01g094760.2.1	0.0	1041.0	KOG2543@1|root,KOG2543@2759|Eukaryota,37P3D@33090|Viridiplantae,3GEBS@35493|Streptophyta,44G4C@71274|asterids	35493|Streptophyta	L	origin recognition complex	ORC5	GO:0000228,GO:0000808,GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005664,GO:0005694,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009743,GO:0009744,GO:0009987,GO:0010033,GO:0031974,GO:0031981,GO:0032991,GO:0034285,GO:0034641,GO:0034645,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0046483,GO:0050896,GO:0070013,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1901700,GO:1990837	-	ko:K02607	ko04110,ko04111,ko04113,map04110,map04111,map04113	M00284	-	-	ko00000,ko00001,ko00002,ko01009,ko03032	-	-	-	AAA_16,ORC5_C
M82_01g094990.2.1	4081.Solyc01g094990.2.1	0.0	1039.0	KOG2246@1|root,KOG2246@2759|Eukaryota,3878R@33090|Viridiplantae,3GV8D@35493|Streptophyta,44QWQ@71274|asterids	35493|Streptophyta	G	Protein of unknown function, DUF604	-	-	-	-	-	-	-	-	-	-	-	-	DUF604
M82_01g096510.2.1	4081.Solyc01g096510.2.1	3.66e-103	299.0	2CJ1Z@1|root,2S9W6@2759|Eukaryota,37WR8@33090|Viridiplantae,3GM8E@35493|Streptophyta,44TWJ@71274|asterids	35493|Streptophyta	S	Sigma factor binding protein	-	-	-	-	-	-	-	-	-	-	-	-	VQ
M82_01g096560.2.1	4081.Solyc01g096560.1.1	0.0	1483.0	COG1404@1|root,2QU9V@2759|Eukaryota,37Q92@33090|Viridiplantae,3G777@35493|Streptophyta,44E8C@71274|asterids	35493|Streptophyta	O	Subtilase family	-	-	-	-	-	-	-	-	-	-	-	-	Inhibitor_I9,PA,Peptidase_S8
M82_01g105500.3.1	4081.Solyc01g105500.2.1	0.0	1141.0	COG3693@1|root,2SIUR@2759|Eukaryota,37YCY@33090|Viridiplantae,3GN1T@35493|Streptophyta,44BQD@71274|asterids	35493|Streptophyta	G	Glycosyl hydrolase family 10	-	-	-	-	-	-	-	-	-	-	-	-	CBM_4_9,Glyco_hydro_10
M82_01g105660.3.1	4081.Solyc01g105660.2.1	3.34e-263	720.0	COG3491@1|root,KOG0143@2759|Eukaryota,37RWD@33090|Viridiplantae,3G930@35493|Streptophyta,44BR0@71274|asterids	35493|Streptophyta	Q	2OG-Fe(II) oxygenase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	2OG-FeII_Oxy,DIOX_N
M82_11g021210.1.1	4081.Solyc11g021210.1.1	6.62e-47	157.0	COG0755@1|root,2QU0T@2759|Eukaryota,37NBU@33090|Viridiplantae,3GH1G@35493|Streptophyta,44PHR@71274|asterids	35493|Streptophyta	O	Cytochrome C assembly protein	ccsA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0008150,GO:0008152,GO:0009536,GO:0015886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0051179,GO:0051181,GO:0051234,GO:0055114,GO:0071702,GO:0071705,GO:1901678	-	-	-	-	-	-	-	-	-	-	Cytochrom_C_asm
M82_11g021210.1-c2.1	4081.Solyc11g021210.1.1	1.19e-102	304.0	COG0755@1|root,2QU0T@2759|Eukaryota,37NBU@33090|Viridiplantae,3GH1G@35493|Streptophyta,44PHR@71274|asterids	35493|Streptophyta	O	Cytochrome C assembly protein	ccsA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0008150,GO:0008152,GO:0009536,GO:0015886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0051179,GO:0051181,GO:0051234,GO:0055114,GO:0071702,GO:0071705,GO:1901678	-	-	-	-	-	-	-	-	-	-	Cytochrom_C_asm
M82_02g067280.1.1	4081.Solyc02g067280.1.1	4.35e-67	203.0	KOG0800@1|root,KOG0800@2759|Eukaryota	2759|Eukaryota	O	ubiquitin-protein transferase activity	-	-	2.3.2.27	ko:K10635,ko:K11982	-	-	-	-	ko00000,ko01000,ko04121,ko04131	-	-	-	zf-RING_2
M82_02g067350.3.1	4081.Solyc02g067350.2.1	0.0	1355.0	2C62M@1|root,2QTCK@2759|Eukaryota,37RTY@33090|Viridiplantae,3GAQQ@35493|Streptophyta,44STU@71274|asterids	35493|Streptophyta	S	Protein of unknown function (DUF1666)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1666
M82_02g069320.1.1	4081.Solyc02g069320.1.1	0.0	1155.0	KOG1267@1|root,KOG1267@2759|Eukaryota,37IR4@33090|Viridiplantae,3G7X6@35493|Streptophyta,44B63@71274|asterids	35493|Streptophyta	K	mTERF	-	-	-	-	-	-	-	-	-	-	-	-	mTERF
M82_02g070200.2.1	4081.Solyc02g070130.1.1	0.0	1057.0	COG0277@1|root,2QQWK@2759|Eukaryota,37QU2@33090|Viridiplantae,3GX7E@35493|Streptophyta,44DI9@71274|asterids	35493|Streptophyta	C	Belongs to the oxygen-dependent FAD-linked oxidoreductase family	-	-	1.1.1.195	ko:K22395	ko00940,ko01100,ko01110,map00940,map01100,map01110	-	R02593,R03918,R06570,R07437	RC00649	ko00000,ko00001,ko01000	-	-	-	BBE,FAD_binding_4
M82_02g070200.2-c2.1	4081.Solyc02g070200.1.1	0.0	1056.0	COG0277@1|root,2QQWK@2759|Eukaryota,37QU2@33090|Viridiplantae,3GX7E@35493|Streptophyta,44DI9@71274|asterids	35493|Streptophyta	C	Belongs to the oxygen-dependent FAD-linked oxidoreductase family	-	-	1.1.1.195	ko:K22395	ko00940,ko01100,ko01110,map00940,map01100,map01110	-	R02593,R03918,R06570,R07437	RC00649	ko00000,ko00001,ko01000	-	-	-	BBE,FAD_binding_4
M82_02g072220.1.1	4081.Solyc02g072220.1.1	1.15e-154	434.0	2AAWN@1|root,2RYMY@2759|Eukaryota,37TZ7@33090|Viridiplantae,3GIB1@35493|Streptophyta,44P6A@71274|asterids	35493|Streptophyta	S	Protein of unknown function (DUF1685)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1685
M82_02g076830.1.1	4081.Solyc02g076830.1.1	0.0	916.0	28PWS@1|root,2QWJD@2759|Eukaryota,37JJK@33090|Viridiplantae,3GBI6@35493|Streptophyta,44R0H@71274|asterids	35493|Streptophyta	S	Bulb-type mannose-specific lectin	-	-	-	-	-	-	-	-	-	-	-	-	B_lectin,PAN_2,S_locus_glycop
M82_03g006690.1.1	4081.Solyc03g006690.1.1	2.45e-79	243.0	COG0277@1|root,2QVGN@2759|Eukaryota,37QTF@33090|Viridiplantae,3GN62@35493|Streptophyta,44QBN@71274|asterids	35493|Streptophyta	C	Belongs to the oxygen-dependent FAD-linked oxidoreductase family	-	-	-	-	-	-	-	-	-	-	-	-	BBE,FAD_binding_4
M82_02g084450.3.1	4081.Solyc02g084450.2.1	0.0	1378.0	KOG4658@1|root,KOG4658@2759|Eukaryota,37TBW@33090|Viridiplantae,3GDJT@35493|Streptophyta,44QVM@71274|asterids	35493|Streptophyta	T	disease resistance	-	-	-	ko:K19613	ko04014,map04014	-	-	-	ko00000,ko00001	-	-	-	LRR_8,NB-ARC
M82_03g119810.1.1	4081.Solyc02g091380.1.1	4.23e-68	206.0	2CICP@1|root,2S9UR@2759|Eukaryota,37X6C@33090|Viridiplantae,3GK69@35493|Streptophyta,44M4Y@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M82_03g005570.3.1	4081.Solyc03g005570.2.1	2.92e-182	506.0	COG5147@1|root,KOG0048@2759|Eukaryota,37JGS@33090|Viridiplantae,3G93C@35493|Streptophyta,44SMZ@71274|asterids	35493|Streptophyta	K	Myb-like DNA-binding domain	-	-	-	ko:K09422	-	-	-	-	ko00000,ko03000	-	-	-	Myb_DNA-binding
M82_03g005840.2.1	4081.Solyc03g005840.1.1	3.84e-115	337.0	KOG1418@1|root,KOG1418@2759|Eukaryota,37MPJ@33090|Viridiplantae,3GAWY@35493|Streptophyta,44BFQ@71274|asterids	35493|Streptophyta	P	Two-pore potassium channel 3-like	-	GO:0000325,GO:0003674,GO:0003824,GO:0004788,GO:0005215,GO:0005216,GO:0005261,GO:0005267,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005829,GO:0005886,GO:0005887,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006996,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009108,GO:0009229,GO:0009314,GO:0009416,GO:0009507,GO:0009532,GO:0009533,GO:0009534,GO:0009536,GO:0009570,GO:0009579,GO:0009628,GO:0009657,GO:0009668,GO:0009705,GO:0009987,GO:0010027,GO:0010196,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0016043,GO:0016740,GO:0016772,GO:0016778,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0022607,GO:0022803,GO:0022838,GO:0022840,GO:0022841,GO:0022842,GO:0022857,GO:0022890,GO:0030001,GO:0030322,GO:0031090,GO:0031224,GO:0031226,GO:0031976,GO:0031984,GO:0034220,GO:0034641,GO:0042357,GO:0042391,GO:0042723,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0046483,GO:0046873,GO:0050896,GO:0051179,GO:0051186,GO:0051188,GO:0051234,GO:0051259,GO:0051260,GO:0055085,GO:0061024,GO:0065003,GO:0065007,GO:0065008,GO:0071704,GO:0071804,GO:0071805,GO:0071840,GO:0071944,GO:0072527,GO:0072528,GO:0090407,GO:0098588,GO:0098655,GO:0098660,GO:0098662,GO:0098805,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1990066	-	ko:K05389	-	-	-	-	ko00000,ko04040	1.A.1.7	-	-	Ion_trans_2
M82_03g006110.3.1	4081.Solyc03g006110.2.1	0.0	926.0	KOG0583@1|root,KOG0583@2759|Eukaryota,37HJQ@33090|Viridiplantae,3GDBQ@35493|Streptophyta,44GXM@71274|asterids	35493|Streptophyta	T	CBL-interacting protein kinase	CIPK20	GO:0001101,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009719,GO:0009725,GO:0009737,GO:0009987,GO:0010033,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018107,GO:0018193,GO:0018209,GO:0018210,GO:0019538,GO:0023052,GO:0033993,GO:0035556,GO:0036211,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0097305,GO:0140096,GO:1901564,GO:1901700	2.7.11.1,2.7.11.11	ko:K07198,ko:K12761	ko04068,ko04113,ko04138,ko04140,ko04150,ko04151,ko04152,ko04211,ko04213,ko04371,ko04530,ko04710,ko04714,ko04910,ko04920,ko04921,ko04922,ko04931,ko04932,ko05410,ko05418,map04068,map04113,map04138,map04140,map04150,map04151,map04152,map04211,map04213,map04371,map04530,map04710,map04714,map04910,map04920,map04921,map04922,map04931,map04932,map05410,map05418	-	-	-	ko00000,ko00001,ko01000,ko01001,ko03029,ko04131	-	-	-	NAF,Pkinase
M82_03g032230.1.1	4081.Solyc03g032230.1.1	3.26e-221	612.0	28NCI@1|root,2QUY1@2759|Eukaryota,37QEN@33090|Viridiplantae,3GFDN@35493|Streptophyta,44QMN@71274|asterids	35493|Streptophyta	S	Arabidopsis protein of unknown function	-	-	-	-	-	-	-	-	-	-	-	-	DUF241
M82_03g034320.3.1	4081.Solyc03g034320.2.1	4.97e-309	842.0	COG2071@1|root,2QR1H@2759|Eukaryota,37RE4@33090|Viridiplantae,3G7M2@35493|Streptophyta,44NHK@71274|asterids	35493|Streptophyta	F	Peptidase C26	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C26
M82_03g044790.3.1	4081.Solyc03g044790.2.1	4.35e-194	537.0	28P9T@1|root,2QVWZ@2759|Eukaryota,37THJ@33090|Viridiplantae,3GGFB@35493|Streptophyta,44IBH@71274|asterids	35493|Streptophyta	S	esterase	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_1,Abhydrolase_6
M82_03g078010.1.1	4113.PGSC0003DMT400038935	1.97e-100	312.0	2CMQD@1|root,2QRDV@2759|Eukaryota,37QIN@33090|Viridiplantae,3GEA1@35493|Streptophyta	35493|Streptophyta	S	function. Its presence in a non-photosynthetic plant (Epifagus virginiana) and experiments in tobacco indicate that it has an essential function which is probably not related to photosynthesis	ycf2	-	-	-	-	-	-	-	-	-	-	-	DUF825
M82_03g078830.1.1	4081.Solyc03g078830.1.1	0.0	901.0	2CN29@1|root,2QTFS@2759|Eukaryota,37I2C@33090|Viridiplantae,3GAMU@35493|Streptophyta,44PJ2@71274|asterids	35493|Streptophyta	S	Plant protein of unknown function	-	-	-	-	-	-	-	-	-	-	-	-	DUF247
M82_03g094020.3.1	4081.Solyc03g094020.2.1	0.0	1766.0	COG1501@1|root,KOG1065@2759|Eukaryota,37Q4B@33090|Viridiplantae,3GEJH@35493|Streptophyta,44HA9@71274|asterids	35493|Streptophyta	G	Glycosyl hydrolases family 31	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_31
M82_03g093280.2.1	4081.Solyc03g093280.1.1	1.38e-239	659.0	COG0656@1|root,KOG1577@2759|Eukaryota,37MVB@33090|Viridiplantae,3GERU@35493|Streptophyta,44RE4@71274|asterids	35493|Streptophyta	S	Aldo/keto reductase family	-	-	1.1.1.2	ko:K00002	ko00010,ko00040,ko00561,ko00930,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00040,map00561,map00930,map01100,map01110,map01120,map01130,map01220	M00014	R00746,R01041,R01481,R05231	RC00087,RC00088,RC00099,RC00108	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Aldo_ket_red
M82_03g083880.3.1	4081.Solyc03g083880.2.1	1.31e-230	634.0	2CN0U@1|root,2QT6P@2759|Eukaryota,37IXD@33090|Viridiplantae,3GE5B@35493|Streptophyta,44P0H@71274|asterids	35493|Streptophyta	K	NAC domain-containing protein	-	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0008150,GO:0009888,GO:0009889,GO:0009987,GO:0010087,GO:0010089,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0030154,GO:0031323,GO:0031326,GO:0032502,GO:0043565,GO:0044087,GO:0044089,GO:0048518,GO:0048522,GO:0048759,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901348,GO:1901363,GO:1903338,GO:1903340,GO:1903506,GO:1905177,GO:2000112,GO:2000652,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
M82_03g097650.3.1	4081.Solyc03g097650.2.1	1.25e-190	528.0	2CRF1@1|root,2R7WC@2759|Eukaryota,37KMH@33090|Viridiplantae,3GA9G@35493|Streptophyta,44RTN@71274|asterids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	-	-	-	-	-	-	-	-	-	-	-	NAM
M82_03g111780.1.1	4081.Solyc03g111780.1.1	5.26e-267	733.0	KOG4155@1|root,KOG4155@2759|Eukaryota,37M6I@33090|Viridiplantae,3GE6R@35493|Streptophyta,44NI7@71274|asterids	35493|Streptophyta	S	WD domain, G-beta repeat	-	-	-	-	-	-	-	-	-	-	-	-	WD40
M82_03g112630.3.1	4081.Solyc03g112630.2.1	3.23e-275	756.0	KOG1363@1|root,KOG1363@2759|Eukaryota,37SQY@33090|Viridiplantae,3GDTD@35493|Streptophyta,44E7N@71274|asterids	35493|Streptophyta	T	UAS	-	-	-	ko:K18726	-	-	-	-	ko00000,ko03019	-	-	-	UBX
M82_03g113690.1.1	4081.Solyc03g113690.1.1	0.0	1262.0	COG1131@1|root,KOG0061@2759|Eukaryota,37RTF@33090|Viridiplantae,3G9J0@35493|Streptophyta,44G6Q@71274|asterids	35493|Streptophyta	Q	Transporter	-	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0015399,GO:0015405,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031224,GO:0042623,GO:0042626,GO:0043492,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944	-	-	-	-	-	-	-	-	-	-	ABC2_membrane,ABC_tran
