## Mon May 19 19:46:05 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_qjfykbo1 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_qjfykbo1 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_qjfykbo1/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
M82_03g093380.2.1	4081.Solyc03g093380.1.1	0.0	1637.0	COG0515@1|root,2QQCZ@2759|Eukaryota,37PZK@33090|Viridiplantae,3GA01@35493|Streptophyta,44NSD@71274|asterids	4081.Solyc03g093380.1.1|-	T	Carbohydrate-binding protein of the ER	-	-	-	-	-	-	-	-	-	-	-	-	-
M82_03g114480.3.1	4081.Solyc03g114480.2.1	5.13e-191	530.0	28IDS@1|root,2QTNI@2759|Eukaryota,37JZG@33090|Viridiplantae,3GA1Q@35493|Streptophyta,44P5X@71274|asterids	35493|Streptophyta	S	Tetraspanin family	-	-	-	-	-	-	-	-	-	-	-	-	Tetraspannin
M82_03g115960.3.1	4081.Solyc03g115960.2.1	2.65e-270	739.0	COG3240@1|root,2QU4Z@2759|Eukaryota,37QT4@33090|Viridiplantae,3GBBJ@35493|Streptophyta,44IBW@71274|asterids	35493|Streptophyta	I	Belongs to the 'GDSL' lipolytic enzyme family	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL
M82_03g120070.3.1	4113.PGSC0003DMT400014541	4.54e-171	510.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37IFE@33090|Viridiplantae,3G822@35493|Streptophyta,44EXH@71274|asterids	35493|Streptophyta	S	Pentatricopeptide repeat-containing protein	-	GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363	-	ko:K17710	-	-	-	-	ko00000,ko03016,ko03029	-	-	-	PPR,PPR_1,PPR_2,PPR_3
M82_03g121100.3.1	4081.Solyc03g121100.2.1	8.86e-172	479.0	2C7MT@1|root,2QU6T@2759|Eukaryota,37M1H@33090|Viridiplantae,3GFIW@35493|Streptophyta,44PTM@71274|asterids	35493|Streptophyta	S	Acid phosphatase 1-like	-	GO:0001101,GO:0002213,GO:0003674,GO:0003824,GO:0003993,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005829,GO:0005840,GO:0006793,GO:0006796,GO:0006950,GO:0006952,GO:0006979,GO:0008134,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009611,GO:0009625,GO:0009719,GO:0009725,GO:0009753,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0022626,GO:0032991,GO:0042221,GO:0042578,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044237,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046688,GO:0050896,GO:0051704,GO:0051707,GO:1901700,GO:1990904	-	ko:K20728	ko04016,map04016	-	-	-	ko00000,ko00001	-	-	-	Acid_phosphat_B
M82_04g005790.3.1	4081.Solyc04g005790.2.1	0.0	1121.0	COG3104@1|root,KOG1237@2759|Eukaryota,37P2Q@33090|Viridiplantae,3GAT3@35493|Streptophyta,44NUH@71274|asterids	35493|Streptophyta	E	Protein NRT1 PTR FAMILY 4.6-like	-	GO:0003674,GO:0005215,GO:0005319,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0008028,GO:0008150,GO:0008509,GO:0008514,GO:0009605,GO:0009607,GO:0009624,GO:0010119,GO:0010876,GO:0015075,GO:0015318,GO:0015665,GO:0015711,GO:0015718,GO:0015849,GO:0015850,GO:0016020,GO:0022857,GO:0033036,GO:0034220,GO:0043207,GO:0044464,GO:0046864,GO:0046865,GO:0046942,GO:0046943,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0055085,GO:0065007,GO:0071702,GO:0071944,GO:0080168,GO:0090440,GO:0098656,GO:1901618,GO:1903825,GO:1905039	-	ko:K14638	-	-	-	-	ko00000,ko02000	2.A.17.3	-	-	PTR2
M82_04g074880.2.1	4081.Solyc04g074880.2.1	1e-248	683.0	28M5C@1|root,2QTN9@2759|Eukaryota,37NQW@33090|Viridiplantae,3G9IQ@35493|Streptophyta	35493|Streptophyta	S	purine permease	-	GO:0003674,GO:0005215,GO:0005337,GO:0005345,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006863,GO:0008150,GO:0009914,GO:0010184,GO:0010817,GO:0015205,GO:0015211,GO:0015851,GO:0015858,GO:0015860,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0065007,GO:0065008,GO:0071702,GO:0071705,GO:0071944,GO:0072530,GO:1901264,GO:1901505,GO:1901642,GO:1904823	-	-	-	-	-	-	-	-	-	-	PUNUT
M82_05g045670.3.1	4081.Solyc05g045670.2.1	7.9e-286	781.0	KOG1441@1|root,KOG1441@2759|Eukaryota,37JDN@33090|Viridiplantae,3GB1P@35493|Streptophyta,44GJV@71274|asterids	35493|Streptophyta	EG	Glucose-6-phosphate phosphate translocator 2	-	-	-	ko:K15283	-	-	-	-	ko00000,ko02000	2.A.7.9	-	-	TPT
M82_06g033920.1.1	4081.Solyc06g033920.1.1	1.76e-286	819.0	COG4886@1|root,KOG0619@2759|Eukaryota,3881Q@33090|Viridiplantae,3GW54@35493|Streptophyta,44S05@71274|asterids	35493|Streptophyta	S	Conserved gene of	-	-	-	-	-	-	-	-	-	-	-	-	LRRNT_2,LRR_1,LRR_6,LRR_8
M82_06g075470.2.1	4081.Solyc06g075450.1.1	0.0	1013.0	COG3104@1|root,KOG1237@2759|Eukaryota,37KR7@33090|Viridiplantae,3G95B@35493|Streptophyta,44RQA@71274|asterids	35493|Streptophyta	E	Peptide transporter	-	-	-	ko:K14638	-	-	-	-	ko00000,ko02000	2.A.17.3	-	-	PTR2
M82_07g008410.3.1	4081.Solyc07g008410.2.1	1.4e-302	828.0	COG0534@1|root,KOG1347@2759|Eukaryota,37NRQ@33090|Viridiplantae,3G78Z@35493|Streptophyta	35493|Streptophyta	V	Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family	-	-	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
M82_07g043200.2.1	4081.Solyc07g043200.1.1	1.1e-234	647.0	KOG1558@1|root,KOG1558@2759|Eukaryota,37I5M@33090|Viridiplantae,3GG6E@35493|Streptophyta,44RDZ@71274|asterids	35493|Streptophyta	P	Transporter	-	GO:0000041,GO:0003674,GO:0005215,GO:0005385,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006829,GO:0008150,GO:0008324,GO:0015075,GO:0015318,GO:0016020,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0044464,GO:0046873,GO:0046915,GO:0051179,GO:0051234,GO:0055085,GO:0070838,GO:0071577,GO:0071944,GO:0072509,GO:0072511,GO:0098655,GO:0098660,GO:0098662	-	ko:K14709	-	-	-	-	ko00000,ko02000	2.A.5.1,2.A.5.3,2.A.5.6	-	-	Zip
M82_07g052550.2.1	4081.Solyc07g052550.1.1	7.23e-238	654.0	28JEP@1|root,2QRTP@2759|Eukaryota,37JN5@33090|Viridiplantae,3G7RM@35493|Streptophyta,44SM3@71274|asterids	35493|Streptophyta	Q	Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily	-	GO:0001101,GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005783,GO:0005911,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0008152,GO:0009266,GO:0009269,GO:0009409,GO:0009414,GO:0009415,GO:0009505,GO:0009506,GO:0009628,GO:0009636,GO:0009651,GO:0009664,GO:0009987,GO:0010035,GO:0012505,GO:0016043,GO:0016209,GO:0016491,GO:0016684,GO:0030054,GO:0030312,GO:0042221,GO:0042538,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0045229,GO:0050896,GO:0051716,GO:0055044,GO:0055114,GO:0070887,GO:0071554,GO:0071555,GO:0071669,GO:0071840,GO:0071944,GO:0097237,GO:0098754,GO:0098869,GO:1901700,GO:1990748	1.11.1.7	ko:K00430	ko00940,ko01100,ko01110,map00940,map01100,map01110	-	R00602,R02596,R03919,R04007,R07443	RC00034	ko00000,ko00001,ko01000	-	-	-	peroxidase
M82_07g056170.3.1	4081.Solyc07g056170.2.1	0.0	1489.0	COG1404@1|root,2QT1T@2759|Eukaryota,37NNF@33090|Viridiplantae,3GAJQ@35493|Streptophyta,44HMC@71274|asterids	35493|Streptophyta	G	Subtilisin-like protease	-	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009653,GO:0009719,GO:0009725,GO:0009733,GO:0009791,GO:0010015,GO:0010033,GO:0010101,GO:0010102,GO:0016787,GO:0017171,GO:0019538,GO:0022622,GO:0032501,GO:0032502,GO:0042221,GO:0043170,GO:0044238,GO:0048364,GO:0048527,GO:0048528,GO:0048731,GO:0048856,GO:0050896,GO:0070011,GO:0071704,GO:0090696,GO:0090697,GO:0090698,GO:0099402,GO:0140096,GO:1901564,GO:1905392	-	-	-	-	-	-	-	-	-	-	Inhibitor_I9,PA,Peptidase_S8
M82_07g065660.3.1	4081.Solyc07g065660.2.1	0.0	1489.0	COG1215@1|root,2QS7H@2759|Eukaryota,37K8G@33090|Viridiplantae,3GCG0@35493|Streptophyta,44DHH@71274|asterids	35493|Streptophyta	G	Belongs to the glycosyltransferase 2 family	-	-	-	-	-	-	-	-	-	-	-	-	Cellulose_synt
M82_08g045780.3.1	4081.Solyc08g045780.2.1	1.45e-195	558.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37N2K@33090|Viridiplantae,3G9SK@35493|Streptophyta,44DVP@71274|asterids	35493|Streptophyta	S	Pentatricopeptide repeat-containing protein	-	GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363	-	-	-	-	-	-	-	-	-	-	PPR,PPR_2,PPR_3
M82_08g079970.1-c2.1	4081.Solyc08g079970.1.1	0.0	3133.0	COG1404@1|root,2QPQR@2759|Eukaryota,37HQV@33090|Viridiplantae,3GC98@35493|Streptophyta,44CDI@71274|asterids	35493|Streptophyta	G	Subtilisin-like protease	-	-	-	-	-	-	-	-	-	-	-	-	Inhibitor_I9,PA,Peptidase_S8
M82_09g005970.1.1	4081.Solyc09g005970.1.1	0.0	1163.0	COG1131@1|root,KOG0061@2759|Eukaryota,37IXI@33090|Viridiplantae,3GBA3@35493|Streptophyta,44CME@71274|asterids	35493|Streptophyta	Q	ABC transporter G family member 20-like	-	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006725,GO:0006810,GO:0008150,GO:0008152,GO:0009058,GO:0009698,GO:0009699,GO:0009987,GO:0010345,GO:0015399,GO:0015405,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019438,GO:0019748,GO:0022804,GO:0022857,GO:0031224,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044249,GO:0044425,GO:0044464,GO:0044550,GO:0051179,GO:0051234,GO:0055085,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901576	-	ko:K05681	ko01523,ko02010,ko04976,map01523,map02010,map04976	-	-	-	ko00000,ko00001,ko02000,ko04090,ko04147	3.A.1.204	-	-	ABC2_membrane,ABC_tran
M82_09g018070.1.1	4081.Solyc09g018070.1.1	1.43e-309	845.0	COG0534@1|root,KOG1347@2759|Eukaryota,37MCA@33090|Viridiplantae,3GEA2@35493|Streptophyta,44G21@71274|asterids	35493|Streptophyta	V	Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family	-	-	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
M82_10g007080.3.1	4081.Solyc10g007100.2.1	5.89e-111	333.0	COG0534@1|root,KOG1347@2759|Eukaryota,37QY1@33090|Viridiplantae,3G7SZ@35493|Streptophyta,44MKK@71274|asterids	35493|Streptophyta	V	Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family	-	GO:0002229,GO:0002239,GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0006950,GO:0006952,GO:0008150,GO:0009605,GO:0009607,GO:0009636,GO:0015238,GO:0015893,GO:0022857,GO:0042221,GO:0042493,GO:0043207,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0055085,GO:0098542	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
M82_10g054730.1.1	4081.Solyc10g054730.1.1	3.15e-312	851.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37RM5@33090|Viridiplantae,3G9YK@35493|Streptophyta,44IEZ@71274|asterids	35493|Streptophyta	S	PPR repeat family	-	-	-	-	-	-	-	-	-	-	-	-	PPR,PPR_2
M82_11g010220.2.1	4081.Solyc11g010220.1.1	2.56e-285	795.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37QYT@33090|Viridiplantae,3GFRD@35493|Streptophyta,44NRZ@71274|asterids	35493|Streptophyta	S	Pentatricopeptide repeat-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	PPR
M82_11g016930.1-c2.1	4081.Solyc11g016930.1.1	6.25e-74	227.0	COG0515@1|root,2QRP1@2759|Eukaryota,37RK9@33090|Viridiplantae,3GB4W@35493|Streptophyta	35493|Streptophyta	T	Inactive receptor kinase	-	GO:0002831,GO:0002832,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0008150,GO:0009507,GO:0009536,GO:0016020,GO:0031347,GO:0031348,GO:0032101,GO:0032102,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043900,GO:0043901,GO:0044424,GO:0044444,GO:0044464,GO:0048519,GO:0048583,GO:0048585,GO:0050789,GO:0065007,GO:0071944,GO:0080134,GO:1900150,GO:1900424,GO:1900425	-	-	-	-	-	-	-	-	-	-	LRRNT_2,LRR_1,LRR_6,LRR_8,Pkinase,Pkinase_Tyr
M82_11g042820.2.1	4081.Solyc11g042820.1.1	0.0	1170.0	COG3104@1|root,KOG1237@2759|Eukaryota,37P3M@33090|Viridiplantae,3GBJZ@35493|Streptophyta,44CP3@71274|asterids	35493|Streptophyta	E	POT family	-	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K14638	-	-	-	-	ko00000,ko02000	2.A.17.3	-	-	PTR2
## 34 queries scanned
## Total time (seconds): 0.8417186737060547
## Rate: 40.39 q/s
