## Sat May 10 03:03:15 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_7cgge12k --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_7cgge12k --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_7cgge12k/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g1145	4155.Migut.J01360.1.p	0.0	1518.0	28JJ8@1|root,2QRYE@2759|Eukaryota,37QY5@33090|Viridiplantae,3GH5Y@35493|Streptophyta,44Q5F@71274|asterids	35493|Streptophyta	C	Photosystem I psaA/psaB protein	psaB	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0009579,GO:0016168,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0046906,GO:0048037,GO:0097159,GO:1901363	-	ko:K02690	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PsaA_PsaB
g1447	4155.Migut.J01360.1.p	0.0	1518.0	28JJ8@1|root,2QRYE@2759|Eukaryota,37QY5@33090|Viridiplantae,3GH5Y@35493|Streptophyta,44Q5F@71274|asterids	35493|Streptophyta	C	Photosystem I psaA/psaB protein	psaB	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0009579,GO:0016168,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0046906,GO:0048037,GO:0097159,GO:1901363	-	ko:K02690	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PsaA_PsaB
g1894	4155.Migut.J01360.1.p	0.0	1518.0	28JJ8@1|root,2QRYE@2759|Eukaryota,37QY5@33090|Viridiplantae,3GH5Y@35493|Streptophyta,44Q5F@71274|asterids	35493|Streptophyta	C	Photosystem I psaA/psaB protein	psaB	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0009579,GO:0016168,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0046906,GO:0048037,GO:0097159,GO:1901363	-	ko:K02690	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PsaA_PsaB
g1979	4155.Migut.J01360.1.p	0.0	1518.0	28JJ8@1|root,2QRYE@2759|Eukaryota,37QY5@33090|Viridiplantae,3GH5Y@35493|Streptophyta,44Q5F@71274|asterids	35493|Streptophyta	C	Photosystem I psaA/psaB protein	psaB	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0009579,GO:0016168,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0046906,GO:0048037,GO:0097159,GO:1901363	-	ko:K02690	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PsaA_PsaB
g2037	4098.XP_009605154.1	0.0	1385.0	COG1112@1|root,KOG1801@2759|Eukaryota,37RMF@33090|Viridiplantae,3G7ST@35493|Streptophyta,44N2P@71274|asterids	35493|Streptophyta	L	superfamily. Protein	-	-	-	ko:K10706	-	-	-	-	ko00000,ko01000,ko03021	-	-	-	AAA_11,AAA_12,AAA_19,UvrD-helicase
g2051	4098.XP_009613549.1	1.27e-280	771.0	COG0515@1|root,KOG1187@2759|Eukaryota,37JR3@33090|Viridiplantae,3GFWR@35493|Streptophyta,44PI1@71274|asterids	35493|Streptophyta	T	Protein kinase domain	-	-	-	-	-	-	-	-	-	-	-	-	Pkinase_Tyr
g2567	50452.W0USV0	0.0	1527.0	28JJ8@1|root,2QRYE@2759|Eukaryota,37RH7@33090|Viridiplantae,3GCW8@35493|Streptophyta,3I0SM@3699|Brassicales	35493|Streptophyta	C	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin	psaA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0009507,GO:0009526,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009941,GO:0009987,GO:0010287,GO:0015979,GO:0016020,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	-	ko:K02689	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PsaA_PsaB
g2762	4155.Migut.J01360.1.p	0.0	1518.0	28JJ8@1|root,2QRYE@2759|Eukaryota,37QY5@33090|Viridiplantae,3GH5Y@35493|Streptophyta,44Q5F@71274|asterids	35493|Streptophyta	C	Photosystem I psaA/psaB protein	psaB	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0009579,GO:0016168,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0046906,GO:0048037,GO:0097159,GO:1901363	-	ko:K02690	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PsaA_PsaB
g2830	4081.Solyc01g007500.2.1	0.0	1063.0	28JG1@1|root,2QRV6@2759|Eukaryota,37HEX@33090|Viridiplantae,3GE8P@35493|Streptophyta,44Q8N@71274|asterids	35493|Streptophyta	C	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation	psbB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006091,GO:0008150,GO:0008152,GO:0009507,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009987,GO:0010207,GO:0010287,GO:0015979,GO:0016020,GO:0016043,GO:0019684,GO:0022607,GO:0031976,GO:0031984,GO:0034357,GO:0034622,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035,GO:0065003,GO:0071840	-	ko:K02704	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PSII
g2916	4096.XP_009758606.1	0.0	1099.0	COG0038@1|root,KOG0475@2759|Eukaryota,37I27@33090|Viridiplantae,3G7UE@35493|Streptophyta,44MGB@71274|asterids	35493|Streptophyta	P	Chloride channel protein	-	GO:0005575,GO:0016020	-	-	-	-	-	-	-	-	-	-	CBS,Voltage_CLC
g2964	4081.Solyc01g111910.2.1	0.0	2699.0	KOG4732@1|root,KOG4732@2759|Eukaryota,37IJS@33090|Viridiplantae,3GEEN@35493|Streptophyta,44G7S@71274|asterids	35493|Streptophyta	S	RPAP1-like, N-terminal	-	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006351,GO:0006366,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0030154,GO:0032502,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0048869,GO:0071704,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576	-	ko:K20826	-	-	-	-	ko00000,ko03021	-	-	-	RPAP1_C,RPAP1_N
g2967	4081.Solyc01g111870.1.1	0.0	5124.0	COG5032@1|root,KOG0890@2759|Eukaryota,37NWJ@33090|Viridiplantae,3G931@35493|Streptophyta,44EDI@71274|asterids	35493|Streptophyta	BDLT	Serine threonine-protein kinase ATR	-	GO:0000003,GO:0000723,GO:0000726,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005911,GO:0006139,GO:0006259,GO:0006278,GO:0006281,GO:0006282,GO:0006302,GO:0006303,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007004,GO:0007049,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009506,GO:0009628,GO:0009987,GO:0010035,GO:0010038,GO:0010044,GO:0010212,GO:0010332,GO:0010833,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022414,GO:0030054,GO:0031323,GO:0031347,GO:0032200,GO:0032204,GO:0032501,GO:0032504,GO:0033043,GO:0033044,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0042592,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043247,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0048583,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051128,GO:0051171,GO:0051276,GO:0051321,GO:0051716,GO:0055044,GO:0060249,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0071897,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:1901360,GO:1901362,GO:1901576,GO:2001020	2.7.11.1	ko:K06640	ko03460,ko04110,ko04115,ko04214,ko04218,ko05165,ko05166,map03460,map04110,map04115,map04214,map04218,map05165,map05166	M00691	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko03400	-	-	-	FAT,FATC,PI3_PI4_kinase,UME
g2977	4113.PGSC0003DMT400008784	1.85e-295	810.0	COG0531@1|root,KOG1287@2759|Eukaryota,37JZU@33090|Viridiplantae,3GAHX@35493|Streptophyta,44R9P@71274|asterids	35493|Streptophyta	E	polyamine transporter At1g31830	-	GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015179,GO:0015203,GO:0015291,GO:0015297,GO:0015318,GO:0015711,GO:0015807,GO:0015846,GO:0015849,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098656,GO:1902047,GO:1902475,GO:1903825,GO:1905039	-	ko:K11584	ko03015,ko04071,ko04113,ko04114,ko04151,ko04152,ko04261,ko04728,ko05165,map03015,map04071,map04113,map04114,map04151,map04152,map04261,map04728,map05165	-	-	-	ko00000,ko00001,ko01009,ko03036	-	-	-	AA_permease_2
g3016	4081.Solyc01g111430.2.1	0.0	1105.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37MWD@33090|Viridiplantae,3GA5B@35493|Streptophyta,44N8H@71274|asterids	35493|Streptophyta	S	Pentatricopeptide repeat-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	PPR,PPR_2,RRM_1
g3064	4081.Solyc01g111060.2.1	3.29e-179	502.0	28MG5@1|root,2QTZK@2759|Eukaryota,37MBI@33090|Viridiplantae,3G86V@35493|Streptophyta,44IZN@71274|asterids	35493|Streptophyta	S	Phosphorylase superfamily	-	GO:0000003,GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008477,GO:0008652,GO:0008930,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009888,GO:0009987,GO:0010087,GO:0016020,GO:0016053,GO:0016787,GO:0016798,GO:0016799,GO:0017144,GO:0019509,GO:0019752,GO:0032502,GO:0043094,GO:0043102,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0048856,GO:0071265,GO:0071267,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	3.2.2.16	ko:K01244	ko00270,ko01100,map00270,map01100	M00034	R01401	RC00063,RC00318	ko00000,ko00001,ko00002,ko01000	-	-	-	B3,PNP_UDP_1
g3242	4081.Solyc01g109320.2.1	0.0	906.0	COG0534@1|root,KOG1347@2759|Eukaryota,37KS2@33090|Viridiplantae,3GGGP@35493|Streptophyta,44RGS@71274|asterids	35493|Streptophyta	V	Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family	-	-	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
g3263	4081.Solyc01g109080.2.1	0.0	6441.0	COG5032@1|root,KOG0891@2759|Eukaryota,37NBP@33090|Viridiplantae,3GCC5@35493|Streptophyta,44IAP@71274|asterids	35493|Streptophyta	L	Serine/threonine-protein kinase smg-1	SMG1	GO:0000184,GO:0000956,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006401,GO:0006402,GO:0006403,GO:0006405,GO:0006406,GO:0006464,GO:0006468,GO:0006611,GO:0006629,GO:0006644,GO:0006650,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006950,GO:0006974,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0015031,GO:0015833,GO:0015931,GO:0016070,GO:0016071,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018193,GO:0018209,GO:0019219,GO:0019222,GO:0019439,GO:0019538,GO:0019637,GO:0030258,GO:0031323,GO:0031503,GO:0031974,GO:0031981,GO:0032204,GO:0033036,GO:0033043,GO:0033044,GO:0033554,GO:0034613,GO:0034641,GO:0034655,GO:0036211,GO:0042162,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043565,GO:0044237,GO:0044238,GO:0044248,GO:0044255,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046483,GO:0046486,GO:0046488,GO:0046700,GO:0046777,GO:0046834,GO:0046854,GO:0046907,GO:0048519,GO:0048583,GO:0050657,GO:0050658,GO:0050789,GO:0050794,GO:0050896,GO:0051028,GO:0051052,GO:0051128,GO:0051168,GO:0051169,GO:0051171,GO:0051179,GO:0051234,GO:0051236,GO:0051641,GO:0051649,GO:0051716,GO:0060255,GO:0065007,GO:0065008,GO:0070013,GO:0070727,GO:0071166,GO:0071426,GO:0071427,GO:0071702,GO:0071704,GO:0071705,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:0097159,GO:0140096,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901575,GO:2001020	2.7.11.1	ko:K08873	ko03015,map03015	-	-	-	ko00000,ko00001,ko01000,ko01001,ko03019	-	-	-	FATC,PI3_PI4_kinase,SMG1,WD40
g3353	4081.Solyc01g108160.2.1	0.0	3383.0	KOG2993@1|root,KOG2993@2759|Eukaryota,37I1Z@33090|Viridiplantae,3G7ZV@35493|Streptophyta,44C3K@71274|asterids	35493|Streptophyta	U	atatg2,atg2	-	GO:0000045,GO:0002376,GO:0006914,GO:0006950,GO:0006952,GO:0006955,GO:0006996,GO:0007033,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0009056,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009814,GO:0009816,GO:0009987,GO:0010150,GO:0016043,GO:0016236,GO:0022607,GO:0032501,GO:0032502,GO:0042742,GO:0043207,GO:0044085,GO:0044237,GO:0044248,GO:0045087,GO:0048366,GO:0048367,GO:0048731,GO:0048827,GO:0048856,GO:0050832,GO:0050896,GO:0051704,GO:0051707,GO:0061919,GO:0070925,GO:0071840,GO:0090693,GO:0098542,GO:0099402,GO:1905037	-	ko:K17906	ko04136,ko04138,ko04140,map04136,map04138,map04140	-	-	-	ko00000,ko00001,ko02000,ko03029,ko04131	9.A.15.1	-	-	ATG2_CAD,ATG_C,Chorein_N
g3565	4081.Solyc01g106010.2.1	7.54e-246	677.0	COG0158@1|root,KOG1458@2759|Eukaryota,37IPI@33090|Viridiplantae,3G9WW@35493|Streptophyta,44BIF@71274|asterids	35493|Streptophyta	G	Belongs to the FBPase class 1 family	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	3.1.3.11	ko:K03841	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko04152,ko04910,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map04152,map04910	M00003,M00165,M00167,M00344	R00762,R04780	RC00017	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	FBPase
g3778	4081.Solyc01g103950.2.1	0.0	1007.0	COG0351@1|root,KOG2598@2759|Eukaryota,37JH3@33090|Viridiplantae,3G7VX@35493|Streptophyta,44G82@71274|asterids	35493|Streptophyta	HK	Thiamine biosynthetic bifunctional enzyme TH1	-	-	2.5.1.3,2.7.1.49,2.7.4.7	ko:K14153	ko00730,ko01100,map00730,map01100	M00127	R03223,R03471,R04509,R10712	RC00002,RC00017,RC00224,RC03255,RC03397	ko00000,ko00001,ko00002,ko01000	-	-	-	Phos_pyr_kin,TMP-TENI
g3889	4113.PGSC0003DMT400046894	0.0	1979.0	2CND2@1|root,2QVBR@2759|Eukaryota,37TAH@33090|Viridiplantae,3H04V@35493|Streptophyta,44NMV@71274|asterids	35493|Streptophyta	T	Toll - interleukin 1 - resistance	-	-	-	-	-	-	-	-	-	-	-	-	NB-ARC,TIR
g3915	4081.Solyc01g102680.2.1	0.0	1229.0	2D1SW@1|root,2SJ5P@2759|Eukaryota,37Y2P@33090|Viridiplantae,3GP8B@35493|Streptophyta,44E8A@71274|asterids	35493|Streptophyta	T	Protein tyrosine kinase	-	-	-	-	-	-	-	-	-	-	-	-	LRRNT_2,Pkinase_Tyr
