## Sat May 10 03:19:32 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_kkvw72lo --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_kkvw72lo --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_kkvw72lo/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g4355	4113.PGSC0003DMT400050020	2.46e-227	628.0	28NKD@1|root,2QV62@2759|Eukaryota,37QNE@33090|Viridiplantae,3GFID@35493|Streptophyta,44S4U@71274|asterids	35493|Streptophyta	S	Myb/SANT-like DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Myb_DNA-bind_3
g4564	4113.PGSC0003DMT400000279	0.0	1269.0	COG0515@1|root,KOG0192@2759|Eukaryota,37NBS@33090|Viridiplantae,3GDBP@35493|Streptophyta,44DMK@71274|asterids	35493|Streptophyta	T	Mitogen-activated protein kinase kinase kinase 7-like	-	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	DUF1221,Pkinase_Tyr
g4582	4113.PGSC0003DMT400000259	0.0	1061.0	2CCM3@1|root,2QSIG@2759|Eukaryota,37R0K@33090|Viridiplantae,3G9E1@35493|Streptophyta,44QHI@71274|asterids	35493|Streptophyta	S	intracellular protein transport protein	-	-	-	-	-	-	-	-	-	-	-	-	-
g4670	4113.PGSC0003DMT400000146	0.0	1577.0	COG0515@1|root,2QQ1P@2759|Eukaryota,37P4S@33090|Viridiplantae,3GDRJ@35493|Streptophyta,44FXA@71274|asterids	35493|Streptophyta	T	U-box domain-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	Pkinase,Pkinase_Tyr,U-box
g4700	4113.PGSC0003DMT400000094	4.7e-212	587.0	COG5147@1|root,KOG0048@2759|Eukaryota,37KBM@33090|Viridiplantae,3GBG4@35493|Streptophyta,44P6Z@71274|asterids	35493|Streptophyta	K	Myb-like DNA-binding domain	-	-	-	ko:K09422	-	-	-	-	ko00000,ko03000	-	-	-	Myb_DNA-binding
g4795	4113.PGSC0003DMT400089008	0.0	893.0	COG5641@1|root,KOG1601@2759|Eukaryota,37ZN9@33090|Viridiplantae,3GPK7@35493|Streptophyta,44JT8@71274|asterids	35493|Streptophyta	K	transcription, DNA-templated	-	-	-	ko:K14491	ko04075,map04075	-	-	-	ko00000,ko00001	-	-	-	-
g5055	4113.PGSC0003DMT400004338	2.58e-262	725.0	COG0515@1|root,KOG1187@2759|Eukaryota,37IP7@33090|Viridiplantae,3G8RT@35493|Streptophyta,44Q5S@71274|asterids	35493|Streptophyta	T	Protein kinase domain	-	-	-	-	-	-	-	-	-	-	-	-	Pkinase,Pkinase_Tyr
g5234	4113.PGSC0003DMT400065015	0.0	1974.0	2CMPW@1|root,2QR9H@2759|Eukaryota,37KFF@33090|Viridiplantae,3G74Y@35493|Streptophyta,44EC4@71274|asterids	35493|Streptophyta	S	Plant phosphoribosyltransferase C-terminal	-	GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005783,GO:0005829,GO:0012505,GO:0016020,GO:0016021,GO:0031224,GO:0031974,GO:0031981,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046872,GO:0070013	-	-	-	-	-	-	-	-	-	-	C2,PRT_C
g5495	4113.PGSC0003DMT400017313	0.0	1361.0	COG0553@1|root,KOG0390@2759|Eukaryota,37J0V@33090|Viridiplantae,3G8AY@35493|Streptophyta,44PQX@71274|asterids	35493|Streptophyta	L	SNF2 domain-containing protein CLASSY	-	-	-	ko:K10875	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Helicase_C,SNF2_N
g5519	4081.Solyc01g068540.2.1	2.63e-216	607.0	28P3X@1|root,2QVQH@2759|Eukaryota,37TFN@33090|Viridiplantae,3GD5B@35493|Streptophyta,44PWG@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Myb_DNA-binding
g5644	4081.Solyc01g079520.2.1	0.0	2271.0	COG0249@1|root,KOG0217@2759|Eukaryota,37J1Q@33090|Viridiplantae,3GCN9@35493|Streptophyta,44DHG@71274|asterids	35493|Streptophyta	L	Component of the post-replicative DNA mismatch repair system (MMR)	-	GO:0000217,GO:0000404,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006290,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008094,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030983,GO:0032135,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0043570,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990391	-	ko:K08737	ko01524,ko03430,ko05200,ko05210,map01524,map03430,map05200,map05210	M00295	-	-	ko00000,ko00001,ko00002,ko03400	-	-	-	MutS_I,MutS_II,MutS_III,MutS_IV,MutS_V
g5985	4081.Solyc01g067600.2.1	0.0	2589.0	2CN5H@1|root,2QTZC@2759|Eukaryota,37PMH@33090|Viridiplantae,3G7CS@35493|Streptophyta,44CUY@71274|asterids	35493|Streptophyta	S	zinc ion binding protein	-	-	-	-	-	-	-	-	-	-	-	-	zf-CW
g6057	4113.PGSC0003DMT400058346	1.36e-112	325.0	2A39I@1|root,2RY4S@2759|Eukaryota,37V1X@33090|Viridiplantae,3GI9J@35493|Streptophyta,44JA2@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	UPF0240
g7582	4098.XP_009604748.1	1.9e-86	263.0	COG0071@1|root,KOG0710@2759|Eukaryota,37WE9@33090|Viridiplantae,3GKZY@35493|Streptophyta,44SIH@71274|asterids	35493|Streptophyta	O	Belongs to the small heat shock protein (HSP20) family	-	-	-	ko:K13993	ko04141,map04141	-	-	-	ko00000,ko00001,ko03110	-	-	-	HSP20
g7645	4081.Solyc01g008770.2.1	0.0	1559.0	KOG4271@1|root,KOG4271@2759|Eukaryota,37NF0@33090|Viridiplantae,3GD52@35493|Streptophyta,44PK9@71274|asterids	35493|Streptophyta	T	Rho GTPase-activating protein 7-like	-	GO:0000278,GO:0000280,GO:0000281,GO:0000910,GO:0000911,GO:0000919,GO:0003674,GO:0005096,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006996,GO:0007049,GO:0008047,GO:0008150,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009832,GO:0009920,GO:0009987,GO:0016020,GO:0016043,GO:0022402,GO:0022607,GO:0030234,GO:0030695,GO:0031976,GO:0031984,GO:0032506,GO:0034357,GO:0042546,GO:0042651,GO:0043085,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043547,GO:0044085,GO:0044093,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0048285,GO:0050790,GO:0051301,GO:0051336,GO:0051345,GO:0055035,GO:0060589,GO:0061640,GO:0065007,GO:0065009,GO:0071554,GO:0071669,GO:0071840,GO:0071944,GO:0098772,GO:0140014,GO:1902410,GO:1903047	-	-	-	-	-	-	-	-	-	-	Lzipper-MIP1,PH,RhoGAP
