## Mon May 19 19:33:23 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_m55g7mdv --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_m55g7mdv --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_m55g7mdv/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
M82_01g007955.1.1	4081.Solyc01g007950.2.1	1.13e-306	853.0	COG1075@1|root,2QPNZ@2759|Eukaryota,37IH7@33090|Viridiplantae,3GC2W@35493|Streptophyta	35493|Streptophyta	S	palmitoyl-(protein) hydrolase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
M82_01g007960.3.1	4081.Solyc01g007960.2.1	0.0	1276.0	COG0515@1|root,2QRU4@2759|Eukaryota,37RSJ@33090|Viridiplantae,3GDXG@35493|Streptophyta,44QSN@71274|asterids	35493|Streptophyta	T	Salt stress response/antifungal	-	GO:0000302,GO:0001101,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005623,GO:0005886,GO:0005911,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009506,GO:0009987,GO:0010035,GO:0010193,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0030054,GO:0036211,GO:0042221,GO:0042493,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0046677,GO:0046777,GO:0050896,GO:0055044,GO:0071704,GO:0071944,GO:0140096,GO:1901564,GO:1901700	-	-	-	-	-	-	-	-	-	-	Pkinase,Pkinase_Tyr,Stress-antifung
M82_01g008120.3.1	4081.Solyc01g008120.2.1	0.0	3284.0	COG5076@1|root,KOG1778@2759|Eukaryota,37Q3J@33090|Viridiplantae,3GB7Y@35493|Streptophyta,44NCH@71274|asterids	35493|Streptophyta	K	histone acetyltransferase	-	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004402,GO:0006325,GO:0006464,GO:0006473,GO:0006475,GO:0006807,GO:0006996,GO:0007275,GO:0008080,GO:0008150,GO:0008152,GO:0009791,GO:0009908,GO:0009987,GO:0016043,GO:0016407,GO:0016410,GO:0016569,GO:0016570,GO:0016573,GO:0016740,GO:0016746,GO:0016747,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019538,GO:0022414,GO:0032501,GO:0032502,GO:0034212,GO:0036211,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0048367,GO:0048608,GO:0048731,GO:0048856,GO:0051276,GO:0061458,GO:0061733,GO:0071704,GO:0071840,GO:0090567,GO:1901564	2.3.1.48	ko:K04498	ko04024,ko04066,ko04068,ko04110,ko04310,ko04330,ko04350,ko04520,ko04630,ko04720,ko04916,ko04919,ko04922,ko05016,ko05152,ko05161,ko05164,ko05165,ko05166,ko05167,ko05168,ko05169,ko05200,ko05203,ko05206,ko05211,ko05215,map04024,map04066,map04068,map04110,map04310,map04330,map04350,map04520,map04630,map04720,map04916,map04919,map04922,map05016,map05152,map05161,map05164,map05165,map05166,map05167,map05168,map05169,map05200,map05203,map05206,map05211,map05215	-	-	-	ko00000,ko00001,ko01000,ko03000,ko03029,ko03036	-	-	-	HAT_KAT11,PHD,ZZ,zf-TAZ
M82_01g008650.3.1	4081.Solyc01g008650.2.1	0.0	1008.0	COG2124@1|root,KOG0156@2759|Eukaryota,37QA7@33090|Viridiplantae,3GDM1@35493|Streptophyta,44P4N@71274|asterids	35493|Streptophyta	Q	Cytochrome p450	-	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0008150,GO:0008152,GO:0009058,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0044550,GO:0055114	1.14.13.121,1.14.14.1,1.14.14.19,1.14.14.32	ko:K00512,ko:K07418,ko:K15472	ko00140,ko00590,ko00591,ko00909,ko01100,ko01110,ko04212,ko04726,ko04750,ko04913,ko04917,ko04927,ko04934,map00140,map00590,map00591,map00909,map01100,map01110,map04212,map04726,map04750,map04913,map04917,map04927,map04934	M00109,M00110	R02211,R03783,R04852,R04853,R07042,R07043,R07044,R07045,R07046,R07048,R07050,R07051,R07052,R07055,R07056,R08517,R08518,R09576,R09577,R10073	RC00607,RC00660,RC00923,RC01184,RC01222,RC01710,RC01711,RC01723,RC01725,RC01963,RC02077,RC03044	ko00000,ko00001,ko00002,ko00199,ko01000	-	-	-	p450
M82_01g008910.2.1	4081.Solyc01g008910.2.1	0.0	941.0	28K9J@1|root,2QPNC@2759|Eukaryota,37MW6@33090|Viridiplantae,3G7CB@35493|Streptophyta,44SCW@71274|asterids	35493|Streptophyta	K	GRAS domain family	-	GO:0001101,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009719,GO:0009725,GO:0009739,GO:0009889,GO:0010033,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0033993,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1901700,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	GRAS
M82_01g009235.1.1	4081.Solyc01g009230.2.1	0.0	2701.0	COG4631@1|root,KOG0430@2759|Eukaryota,37N1E@33090|Viridiplantae,3GFV1@35493|Streptophyta,44I55@71274|asterids	35493|Streptophyta	F	CO dehydrogenase flavoprotein C-terminal domain	AAO3	GO:0000166,GO:0003674,GO:0003824,GO:0004029,GO:0004031,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006066,GO:0006082,GO:0006629,GO:0006714,GO:0006720,GO:0006721,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009687,GO:0009688,GO:0009850,GO:0009851,GO:0009987,GO:0010293,GO:0010817,GO:0016053,GO:0016106,GO:0016114,GO:0016143,GO:0016491,GO:0016620,GO:0016623,GO:0016903,GO:0018479,GO:0018488,GO:0019748,GO:0019752,GO:0019757,GO:0019760,GO:0019899,GO:0031625,GO:0032787,GO:0036094,GO:0042445,GO:0042446,GO:0043167,GO:0043168,GO:0043288,GO:0043289,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044389,GO:0044424,GO:0044444,GO:0044464,GO:0046165,GO:0046394,GO:0048037,GO:0050302,GO:0050660,GO:0050662,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0072330,GO:0097159,GO:1901135,GO:1901265,GO:1901363,GO:1901564,GO:1901576,GO:1901615,GO:1901617,GO:1901657,GO:1902644,GO:1902645	1.2.1.28,1.2.3.14,1.2.3.7	ko:K09842,ko:K11817,ko:K22417	ko00380,ko00906,ko01100,ko01110,map00380,map00906,map01100,map01110	M00372	R02681,R06957	RC00080,RC00218	ko00000,ko00001,ko00002,ko01000	-	-	-	Ald_Xan_dh_C,Ald_Xan_dh_C2,CO_deh_flav_C,FAD_binding_5,Fer2,Fer2_2
M82_01g009370.2.1	4081.Solyc01g009370.1.1	0.0	1029.0	COG2124@1|root,KOG0156@2759|Eukaryota,37N5Y@33090|Viridiplantae,3GGFD@35493|Streptophyta,44QYR@71274|asterids	35493|Streptophyta	Q	Cytochrome p450	-	GO:0003674,GO:0003824,GO:0004497,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005886,GO:0006725,GO:0008150,GO:0008152,GO:0009058,GO:0009698,GO:0009699,GO:0009804,GO:0009805,GO:0009808,GO:0009809,GO:0009812,GO:0009813,GO:0009987,GO:0012505,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0018130,GO:0019438,GO:0019748,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044424,GO:0044444,GO:0044464,GO:0044550,GO:0046409,GO:0046483,GO:0055114,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901576	1.14.13.36	ko:K09754	ko00940,ko00941,ko00945,ko01100,ko01110,map00940,map00941,map00945,map01100,map01110	M00039	R04342,R06582	RC00046	ko00000,ko00001,ko00002,ko00199,ko01000	-	-	-	p450
M82_01g009470.2.1	4081.Solyc01g009470.1.1	0.0	1640.0	KOG1037@1|root,KOG1037@2759|Eukaryota,37QVX@33090|Viridiplantae,3G76P@35493|Streptophyta,44SEH@71274|asterids	35493|Streptophyta	KLO	PADR1	PARP3	GO:0003674,GO:0003824,GO:0003909,GO:0003910,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006266,GO:0006271,GO:0006273,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016874,GO:0016886,GO:0022616,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051103,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360,GO:1901576	2.4.2.30	ko:K10798	ko03410,ko04210,ko04212,ko04214,ko04217,map03410,map04210,map04212,map04214,map04217	M00296	-	-	ko00000,ko00001,ko00002,ko01000,ko03032,ko03036,ko03400	-	-	-	BRCT,BRCT_2,PADR1,PARP,PARP_reg,WGR
M82_01g009480.3.1	4081.Solyc01g009480.2.1	1.66e-249	682.0	28PZM@1|root,2QWNC@2759|Eukaryota,37T33@33090|Viridiplantae,3GFP9@35493|Streptophyta,44PCS@71274|asterids	35493|Streptophyta	S	Alpha/beta hydrolase family	-	-	-	ko:K14432	ko04075,map04075	-	-	-	ko00000,ko00001,ko03000	-	-	-	Abhydrolase_6,Hydrolase_4
M82_01g009630.3.1	4081.Solyc01g009630.2.1	3.35e-149	419.0	KOG1689@1|root,KOG1689@2759|Eukaryota,37MX4@33090|Viridiplantae,3G88I@35493|Streptophyta,44N0S@71274|asterids	35493|Streptophyta	A	Cleavage and polyadenylation specificity factor	-	GO:0002682,GO:0002684,GO:0003674,GO:0003676,GO:0003682,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005849,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010604,GO:0010608,GO:0010628,GO:0016043,GO:0016070,GO:0016071,GO:0016604,GO:0017091,GO:0019219,GO:0019222,GO:0022607,GO:0022613,GO:0022618,GO:0031323,GO:0031325,GO:0031437,GO:0031439,GO:0031440,GO:0031442,GO:0031974,GO:0031981,GO:0032991,GO:0034622,GO:0034641,GO:0042382,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045595,GO:0045597,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0050684,GO:0050685,GO:0050789,GO:0050793,GO:0050794,GO:0051094,GO:0051171,GO:0051173,GO:0051239,GO:0051240,GO:0051252,GO:0051254,GO:0051259,GO:0051262,GO:0051290,GO:0051291,GO:0060255,GO:0065003,GO:0065007,GO:0070013,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0110104,GO:1900363,GO:1900365,GO:1901360,GO:1901363,GO:1901532,GO:1901534,GO:1903311,GO:1903313,GO:1903706,GO:1903708,GO:1905456,GO:1905458,GO:1990120,GO:2000026,GO:2000736,GO:2000738,GO:2000973,GO:2000975	-	ko:K14397	ko03015,map03015	-	-	-	ko00000,ko00001,ko03019	-	-	-	NUDIX_2
M82_01g009680.3-c2.1	4081.Solyc01g009680.2.1	0.0	924.0	28IFU@1|root,2QQSP@2759|Eukaryota,37IPE@33090|Viridiplantae,3GE0G@35493|Streptophyta,44Q4G@71274|asterids	35493|Streptophyta	E	Plant lipoxygenase may be involved in a number of diverse aspects of plant physiology including growth and development, pest resistance, and senescence or responses to wounding	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006629,GO:0006631,GO:0006690,GO:0008150,GO:0008152,GO:0009507,GO:0009532,GO:0009534,GO:0009536,GO:0009570,GO:0009579,GO:0009987,GO:0010597,GO:0016165,GO:0016491,GO:0016701,GO:0016702,GO:0019372,GO:0019752,GO:0031976,GO:0031984,GO:0032787,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0051213,GO:0055114,GO:0071704,GO:1901568	1.13.11.12	ko:K00454	ko00591,ko00592,ko01100,ko01110,map00591,map00592,map01100,map01110	M00113	R03626,R07864,R07869	RC00561	ko00000,ko00001,ko00002,ko01000	-	-	-	Lipoxygenase,PLAT
M82_01g014560.3.1	4081.Solyc01g014560.2.1	1.11e-258	711.0	COG0515@1|root,2QQEW@2759|Eukaryota,37HW6@33090|Viridiplantae,3G7JQ@35493|Streptophyta,44SMP@71274|asterids	35493|Streptophyta	T	G-type lectin S-receptor-like serine threonine-protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	B_lectin,PAN_2,Pkinase,Pkinase_Tyr,S_locus_glycop
M82_01g014840.3.1	4081.Solyc01g014840.2.1	0.0	1678.0	COG4886@1|root,2SI7S@2759|Eukaryota,37QD6@33090|Viridiplantae,3GP2V@35493|Streptophyta,44PQ9@71274|asterids	35493|Streptophyta	S	TMV resistance protein N-like	-	-	-	-	-	-	-	-	-	-	-	-	NB-ARC,TIR
M82_01g018020.2.1	4081.Solyc01g018020.1.1	0.0	1592.0	COG0021@1|root,KOG0523@2759|Eukaryota,37HY3@33090|Viridiplantae,3GCK8@35493|Streptophyta,44D7W@71274|asterids	35493|Streptophyta	G	Transketolase, thiamine diphosphate binding domain	-	-	2.2.1.1	ko:K00615	ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01067,R01641,R01830,R06590	RC00032,RC00226,RC00571,RC01560	ko00000,ko00001,ko00002,ko01000	-	-	-	Transket_pyr,Transketolase_C,Transketolase_N
M82_08g066320.3.1	4081.Solyc08g066320.2.1	0.0	1006.0	COG4886@1|root,2SKIH@2759|Eukaryota,37Y75@33090|Viridiplantae,3GP3Z@35493|Streptophyta,44FU6@71274|asterids	35493|Streptophyta	T	Protein kinase domain	-	-	-	-	-	-	-	-	-	-	-	-	LRRNT_2,LRR_8,Pkinase
M82_01g044307.1.1	4113.PGSC0003DMT400038933	5.38e-228	655.0	KOG1815@1|root,KOG1815@2759|Eukaryota,37K8R@33090|Viridiplantae,3G8E9@35493|Streptophyta,44SZ2@71274|asterids	35493|Streptophyta	O	E3 ubiquitin-protein ligase	-	-	2.3.2.31	ko:K11968	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	IBR,zf-C3HC4,zf-RanBP
M82_01g050040.3.1	4113.PGSC0003DMT400046527	2.04e-187	527.0	KOG0800@1|root,KOG0800@2759|Eukaryota,37S75@33090|Viridiplantae,3GEA7@35493|Streptophyta,44EGJ@71274|asterids	35493|Streptophyta	O	zinc-ribbon	-	GO:0000003,GO:0000902,GO:0000904,GO:0003006,GO:0003674,GO:0003824,GO:0004842,GO:0006464,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0009653,GO:0009791,GO:0009826,GO:0009888,GO:0009987,GO:0010026,GO:0010154,GO:0016043,GO:0016049,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0022412,GO:0022414,GO:0030154,GO:0032446,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0036211,GO:0040007,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0048316,GO:0048468,GO:0048589,GO:0048608,GO:0048731,GO:0048856,GO:0048869,GO:0060560,GO:0061458,GO:0070647,GO:0071704,GO:0071840,GO:0090376,GO:0090378,GO:0090558,GO:0140096,GO:1901564	2.3.2.27	ko:K11982	-	-	-	-	ko00000,ko01000,ko04121,ko04131	-	-	-	zf-RING_2,zinc_ribbon_9
M82_01g056520.3.1	4081.Solyc01g056520.2.1	0.0	2050.0	KOG1410@1|root,KOG1410@2759|Eukaryota,37PA3@33090|Viridiplantae,3GEQW@35493|Streptophyta,44HCE@71274|asterids	35493|Streptophyta	UY	Importin-beta N-terminal domain	-	GO:0003674,GO:0005049,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005643,GO:0005737,GO:0006611,GO:0006810,GO:0006886,GO:0006913,GO:0008104,GO:0008150,GO:0008536,GO:0012505,GO:0015031,GO:0015833,GO:0017016,GO:0019899,GO:0031267,GO:0031967,GO:0031975,GO:0032991,GO:0033036,GO:0034613,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0051020,GO:0051168,GO:0051169,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071705,GO:0140104,GO:0140142	-	ko:K18460	-	-	-	-	ko00000	-	-	-	IBN_N
