## Mon May 19 19:43:15 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_sz7nxbo2 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_sz7nxbo2 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_sz7nxbo2/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
M82_02g072520.3.1	4081.Solyc02g072520.2.1	0.0	1142.0	28K0J@1|root,2QSF1@2759|Eukaryota,37KTV@33090|Viridiplantae,3GD88@35493|Streptophyta,44EBV@71274|asterids	35493|Streptophyta	T	Leucine Rich repeats (2 copies)	-	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005515,GO:0005516,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0007275,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009625,GO:0009628,GO:0009719,GO:0009725,GO:0009733,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0010033,GO:0010154,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0022414,GO:0032501,GO:0032502,GO:0036211,GO:0042221,GO:0043170,GO:0043207,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0046777,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0050896,GO:0051704,GO:0051707,GO:0061458,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	LRR_1,LRR_6,LRR_8,Pkinase_Tyr
M82_02g089060.3.1	4081.Solyc02g089060.2.1	4.51e-232	643.0	28IZV@1|root,2QRBN@2759|Eukaryota,37Q1I@33090|Viridiplantae,3GD5S@35493|Streptophyta,44MRR@71274|asterids	35493|Streptophyta	S	methylesterase 11	-	-	-	ko:K18635	-	-	-	-	ko00000,ko04812	-	-	-	Abhydrolase_1,Abhydrolase_6
M82_02g089880.3.1	4081.Solyc02g089880.2.1	2.89e-254	697.0	2BYJN@1|root,2QTN8@2759|Eukaryota,37NQQ@33090|Viridiplantae,3G99K@35493|Streptophyta,44T2I@71274|asterids	35493|Streptophyta	G	Glycosyl transferase family 8	-	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0012505,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0047262,GO:0071704,GO:1901576	-	ko:K20893	-	-	-	-	ko00000,ko01000,ko01003	-	GT8	-	Glyco_transf_8
M82_02g090350.3-c2.1	4081.Solyc02g090350.2.1	0.0	1005.0	COG2124@1|root,KOG0156@2759|Eukaryota,37QSJ@33090|Viridiplantae,3G8WW@35493|Streptophyta	35493|Streptophyta	Q	Belongs to the cytochrome P450 family	-	-	-	ko:K20556	-	-	-	-	ko00000,ko00199	-	-	-	p450
M82_02g090430.3.1	4081.Solyc02g090430.2.1	0.0	1218.0	KOG0198@1|root,KOG0198@2759|Eukaryota,37QT0@33090|Viridiplantae,3G76H@35493|Streptophyta,44MZ5@71274|asterids	35493|Streptophyta	T	Mitogen-activated protein kinase kinase kinase	-	GO:0000165,GO:0000186,GO:0000187,GO:0001932,GO:0001934,GO:0002682,GO:0002831,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004709,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0007154,GO:0007165,GO:0007346,GO:0008150,GO:0008152,GO:0009719,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010200,GO:0010243,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019220,GO:0019222,GO:0019538,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0031098,GO:0031323,GO:0031325,GO:0031347,GO:0031399,GO:0031401,GO:0032101,GO:0032147,GO:0032268,GO:0032270,GO:0032879,GO:0033554,GO:0033674,GO:0035556,GO:0035690,GO:0036211,GO:0042221,GO:0042325,GO:0042327,GO:0042493,GO:0043085,GO:0043170,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043549,GO:0043900,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045088,GO:0045859,GO:0045860,GO:0045937,GO:0046777,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050776,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0051716,GO:0051726,GO:0060255,GO:0065007,GO:0065009,GO:0070887,GO:0071310,GO:0071323,GO:0071417,GO:0071495,GO:0071704,GO:0071900,GO:0071902,GO:0071944,GO:0080090,GO:0080134,GO:0140096,GO:1900150,GO:1901564,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902531,GO:1902533,GO:2000071	2.7.11.25	ko:K04421	ko04010,ko04722,ko04912,ko05166,map04010,map04722,map04912,map05166	M00688,M00689,M00690	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	Pkinase
M82_01g009880.2-c2.1	4081.Solyc02g094370.1.1	0.0	1307.0	KOG2344@1|root,KOG2344@2759|Eukaryota,37Q55@33090|Viridiplantae,3G9EC@35493|Streptophyta,44GYW@71274|asterids	35493|Streptophyta	U	Exo70 exocyst complex subunit	-	-	-	ko:K07195	ko04910,map04910	-	-	-	ko00000,ko00001,ko03036,ko04131	-	-	-	Exo70
M82_02g094445.1.1	4081.Solyc02g094450.2.1	1.09e-37	138.0	2CZ13@1|root,2S7QE@2759|Eukaryota,37WUY@33090|Viridiplantae,3GK9Q@35493|Streptophyta,44M0H@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M82_03g005080.3.1	4081.Solyc03g005080.2.1	0.0	934.0	COG1232@1|root,KOG1276@2759|Eukaryota,37PDD@33090|Viridiplantae,3GAA2@35493|Streptophyta,44H0R@71274|asterids	35493|Streptophyta	H	Catalyzes the 6-electron oxidation of protoporphyrinogen-IX to form protoporphyrin-IX	-	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004729,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009507,GO:0009526,GO:0009528,GO:0009536,GO:0009706,GO:0009790,GO:0009791,GO:0009793,GO:0009941,GO:0009987,GO:0010154,GO:0015994,GO:0015995,GO:0016020,GO:0016491,GO:0016627,GO:0016634,GO:0018130,GO:0019438,GO:0019866,GO:0022414,GO:0031090,GO:0031966,GO:0031967,GO:0031969,GO:0031975,GO:0032501,GO:0032502,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042170,GO:0042440,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044271,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046148,GO:0046483,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0051186,GO:0051188,GO:0055114,GO:0061458,GO:0070818,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	1.3.3.15,1.3.3.4	ko:K00231	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R03222,R04178	RC00885	ko00000,ko00001,ko00002,ko01000	-	-	-	Amino_oxidase
M82_03g033980.3.1	4081.Solyc03g033980.2.1	1.84e-298	813.0	KOG2502@1|root,KOG2502@2759|Eukaryota,37NTJ@33090|Viridiplantae,3GC4T@35493|Streptophyta,44SPN@71274|asterids	35493|Streptophyta	S	Belongs to the TUB family	-	GO:0003674,GO:0003700,GO:0005488,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0008150,GO:0008289,GO:0009536,GO:0009605,GO:0009607,GO:0009620,GO:0009889,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0035091,GO:0043167,GO:0043168,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051704,GO:0051707,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	F-box,Tub
M82_03g043770.3.1	4113.PGSC0003DMT400043020	0.0	959.0	COG4886@1|root,2QQRQ@2759|Eukaryota,37J7J@33090|Viridiplantae,3GA60@35493|Streptophyta,44FWA@71274|asterids	35493|Streptophyta	T	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	-	GO:0000003,GO:0003006,GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0007275,GO:0008150,GO:0009791,GO:0009888,GO:0009908,GO:0010073,GO:0010075,GO:0016020,GO:0022414,GO:0032501,GO:0032502,GO:0033612,GO:0040008,GO:0043621,GO:0044464,GO:0048229,GO:0048367,GO:0048437,GO:0048507,GO:0048509,GO:0048608,GO:0048638,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0061458,GO:0065007,GO:0071944,GO:0090567,GO:0099402	-	-	-	-	-	-	-	-	-	-	LRRNT_2,LRR_1,LRR_4,LRR_8,Pkinase,Pkinase_Tyr
M82_01g017510.1-c2.1	4081.Solyc01g017510.1.1	1.77e-144	412.0	COG0086@1|root,2QPYA@2759|Eukaryota,37HSD@33090|Viridiplantae,3GDVE@35493|Streptophyta	35493|Streptophyta	K	RNA polymerase	rpoC2	GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0030880,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0061695,GO:1902494,GO:1990234	2.7.7.6	ko:K03046	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	-
M82_03g083090.3.1	4081.Solyc03g083080.1.1	1.31e-33	117.0	2D4WJ@1|root,2SWIX@2759|Eukaryota,381P7@33090|Viridiplantae,3GR6W@35493|Streptophyta,44UMP@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M82_03g097440.3.1	4081.Solyc03g097440.2.1	1.05e-253	696.0	COG1028@1|root,KOG1205@2759|Eukaryota,37IE5@33090|Viridiplantae,3GCVE@35493|Streptophyta,44PDR@71274|asterids	35493|Streptophyta	Q	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	GO:0005575,GO:0005622,GO:0005623,GO:0005811,GO:0016020,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464	1.1.1.146	ko:K22418	-	-	-	-	ko00000,ko01000	-	-	-	adh_short
M82_03g112790.3.1	4081.Solyc03g112790.2.1	5.73e-243	665.0	28JD6@1|root,2QRS1@2759|Eukaryota,37JT8@33090|Viridiplantae,3GA6U@35493|Streptophyta,44G93@71274|asterids	35493|Streptophyta	S	Wall-associated receptor kinase galacturonan-binding	-	-	-	-	-	-	-	-	-	-	-	-	GUB_WAK_bind
M82_03g113970.3.1	4081.Solyc03g113970.2.1	0.0	1141.0	28JH5@1|root,2QRWC@2759|Eukaryota,37M21@33090|Viridiplantae,3G91W@35493|Streptophyta,44SHJ@71274|asterids	35493|Streptophyta	S	Calmodulin binding protein-like	-	-	-	-	-	-	-	-	-	-	-	-	Calmodulin_bind
M82_03g115690.1.1	4081.Solyc03g115690.1.1	1.59e-222	615.0	28INN@1|root,2QQZM@2759|Eukaryota,37JHV@33090|Viridiplantae,3GFDH@35493|Streptophyta,44D3T@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M82_03g116580.3.1	4081.Solyc03g116580.2.1	2.75e-235	660.0	COG5434@1|root,2QST2@2759|Eukaryota,37PXQ@33090|Viridiplantae,3G7S8@35493|Streptophyta,44DDS@71274|asterids	35493|Streptophyta	G	Right handed beta helix region	-	-	3.2.1.15	ko:K01184	ko00040,ko01100,map00040,map01100	M00081	R01982,R02360	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
M82_03g117270.1.1	4081.Solyc03g117270.1.1	0.0	889.0	2CMM1@1|root,2QQSC@2759|Eukaryota,37SSK@33090|Viridiplantae,3GCHX@35493|Streptophyta,44NTB@71274|asterids	35493|Streptophyta	S	F-box protein At5g07610-like	-	-	-	-	-	-	-	-	-	-	-	-	F-box
M82_03g119910.3.1	4081.Solyc03g119910.2.1	2.96e-266	728.0	COG3491@1|root,KOG0143@2759|Eukaryota,37J9W@33090|Viridiplantae,3G8C0@35493|Streptophyta,44N5B@71274|asterids	35493|Streptophyta	Q	Belongs to the iron ascorbate-dependent oxidoreductase family	GA3ox2	GO:0001101,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006629,GO:0006720,GO:0006721,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009314,GO:0009416,GO:0009628,GO:0009639,GO:0009685,GO:0009686,GO:0009719,GO:0009725,GO:0009739,GO:0009740,GO:0009755,GO:0009987,GO:0010033,GO:0010114,GO:0010476,GO:0010817,GO:0016053,GO:0016101,GO:0016102,GO:0016114,GO:0016491,GO:0016705,GO:0016706,GO:0016707,GO:0019752,GO:0023052,GO:0032870,GO:0033993,GO:0042221,GO:0042445,GO:0042446,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0050789,GO:0050794,GO:0050896,GO:0051213,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0071229,GO:0071310,GO:0071370,GO:0071396,GO:0071495,GO:0071704,GO:1901576,GO:1901700,GO:1901701	1.14.11.15	ko:K04124	ko00904,ko01110,map00904,map01110	-	R06336	RC01218	ko00000,ko00001,ko01000	-	-	-	2OG-FeII_Oxy,DIOX_N
M82_03g120330.1.1	4081.Solyc03g120330.1.1	6.06e-278	758.0	KOG1072@1|root,KOG1072@2759|Eukaryota,37QJ7@33090|Viridiplantae,3GESE@35493|Streptophyta,44PPC@71274|asterids	35493|Streptophyta	S	F-box kelch-repeat protein At1g80440-like	-	-	-	-	-	-	-	-	-	-	-	-	F-box,Kelch_1,Kelch_6
M82_04g005040.1.1	4081.Solyc04g005040.1.1	3.26e-240	662.0	KOG1565@1|root,KOG1565@2759|Eukaryota,37MGX@33090|Viridiplantae,3GE77@35493|Streptophyta,44USM@71274|asterids	35493|Streptophyta	O	Belongs to the peptidase M10A family	-	GO:0001101,GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005575,GO:0005623,GO:0005886,GO:0006508,GO:0006807,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009753,GO:0010033,GO:0010035,GO:0010038,GO:0016020,GO:0016787,GO:0019538,GO:0031224,GO:0031225,GO:0032502,GO:0040007,GO:0042221,GO:0043170,GO:0044238,GO:0044425,GO:0044464,GO:0046686,GO:0048519,GO:0048580,GO:0048583,GO:0048589,GO:0048831,GO:0050789,GO:0050793,GO:0050896,GO:0051093,GO:0051239,GO:0051241,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0080186,GO:0140096,GO:1900055,GO:1900056,GO:1901564,GO:1901700,GO:1905622,GO:2000024,GO:2000026,GO:2000028,GO:2000241	-	ko:K07761,ko:K07999	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	PG_binding_1,Peptidase_M10
M82_04g007690.3.1	4081.Solyc04g007690.2.1	0.0	1165.0	28J8N@1|root,2QRM7@2759|Eukaryota,37IC4@33090|Viridiplantae,3G8Z9@35493|Streptophyta,44MNR@71274|asterids	35493|Streptophyta	P	May act as a component of the auxin efflux carrier	PIN4	GO:0000003,GO:0000578,GO:0000902,GO:0000904,GO:0003006,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005886,GO:0005911,GO:0006810,GO:0007275,GO:0007389,GO:0008150,GO:0009314,GO:0009416,GO:0009506,GO:0009605,GO:0009606,GO:0009628,GO:0009629,GO:0009630,GO:0009653,GO:0009790,GO:0009791,GO:0009793,GO:0009798,GO:0009880,GO:0009888,GO:0009914,GO:0009921,GO:0009926,GO:0009942,GO:0009958,GO:0009966,GO:0009986,GO:0009987,GO:0010015,GO:0010053,GO:0010054,GO:0010154,GO:0010252,GO:0010315,GO:0010329,GO:0010646,GO:0010817,GO:0010928,GO:0012505,GO:0012506,GO:0015562,GO:0016020,GO:0016043,GO:0016049,GO:0016328,GO:0021700,GO:0022414,GO:0022622,GO:0022857,GO:0023051,GO:0030054,GO:0030154,GO:0031090,GO:0031982,GO:0032501,GO:0032502,GO:0032989,GO:0032991,GO:0040007,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0048316,GO:0048364,GO:0048468,GO:0048469,GO:0048583,GO:0048588,GO:0048589,GO:0048608,GO:0048731,GO:0048764,GO:0048765,GO:0048766,GO:0048767,GO:0048856,GO:0048869,GO:0048878,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0055044,GO:0055085,GO:0060560,GO:0060918,GO:0061458,GO:0065007,GO:0065008,GO:0071695,GO:0071840,GO:0071944,GO:0080147,GO:0080161,GO:0090558,GO:0090627,GO:0098796,GO:0098797,GO:0099402,GO:1905392	-	ko:K13947	-	-	-	-	ko00000,ko02000	2.A.69.1	-	-	Mem_trans
